AT,EV,AP,RH,PE
24.47,75.23,1012.43,75.25,441.07
28.84,60.23,1009.7,59.0,437.82
28.5,72.99,1007.02,67.13,433.24
15.09,41.76,1022.4,76.22,463.27
6.94,39.61,1017.74,81.43,480.07
17.32,41.67,1013.23,68.07,462.74
22.38,49.3,1003.56,83.83,441.0
16.61,25.88,1009.34,65.47,460.97
9.46,36.66,1026.22,72.58,479.06
14.83,53.82,1016.57,63.47,464.0
28.15,71.94,1006.73,68.21,427.69
29.98,76.09,1007.62,75.6,432.0
11.8,45.09,1013.21,89.68,470.57
2.58,39.42,1028.68,69.03,488.69
23.54,67.83,1009.44,65.48,426.24
15.91,44.99,1010.93,62.81,459.73
17.1,48.98,1016.48,85.63,454.43
23.21,74.22,1009.68,88.46,440.46
18.14,43.56,1012.83,47.1,461.71
13.78,38.47,1015.2,57.8,466.41
9.96,41.26,1022.9,83.83,475.21
12.93,38.73,1006.41,89.24,471.3
31.11,75.33,1002.32,64.25,433.37
26.28,68.14,1005.61,53.17,435.71
9.45,41.92,1029.32,91.09,467.79
20.32,39.72,1001.38,57.21,456.18
28.61,70.36,1006.95,73.06,440.16
31.79,76.2,1007.89,56.3,434.01
25.24,67.45,1013.56,50.91,438.99
22.52,66.48,1003.87,78.29,435.02
23.64,60.95,1014.92,64.91,447.86
9.66,41.06,1021.21,84.7,482.2
10.58,39.61,1020.39,71.69,477.18
24.53,74.78,1009.9,78.34,446.3
18.9,58.46,1016.74,87.65,449.32
7.53,43.65,1018.58,64.85,479.15
16.7,36.99,1006.19,89.33,464.7
12.6,41.74,1022.13,67.89,474.23
7.11,39.9,1008.82,87.76,484.21
14.51,41.79,1009.72,80.62,459.14
22.48,67.45,1014.77,63.9,445.55
8.82,34.69,1026.81,82.54,481.44
9.15,41.82,1032.88,75.11,477.78
24.33,77.54,1008.5,82.45,435.38
27.71,66.93,1016.85,58.77,447.06
28.62,63.77,1012.82,55.77,441.97
23.63,65.59,1013.1,76.95,440.56
14.01,43.34,1016.95,83.41,463.81
11.5,40.22,1010.31,78.08,476.46
15.89,41.7,1018.93,82.68,463.33
26.2,71.14,1007.92,72.95,431.7
17.48,52.9,1020.03,76.47,458.34
32.0,65.74,1011.22,46.16,440.26
16.71,42.99,1007.72,75.35,465.09
23.06,63.9,1013.54,65.28,447.36
24.88,63.91,1009.41,77.75,447.28
11.28,42.44,1014.62,99.78,473.36
17.04,56.03,1020.38,68.69,462.48
13.69,40.1,1014.38,83.57,470.76
14.52,40.35,1011.11,69.84,470.8
27.47,66.86,1006.1,70.2,437.45
14.42,44.66,1016.1,93.89,461.34
27.41,74.67,1016.57,80.16,429.21
21.68,64.15,1021.09,70.88,454.32
19.09,39.39,1013.36,59.14,466.13
22.06,64.15,1021.07,68.66,451.44
17.94,62.1,1019.81,82.65,453.55
21.58,67.25,1017.39,79.0,446.15
14.45,44.84,1023.28,82.79,461.0
23.26,59.14,1016.98,76.29,440.37
10.46,37.5,1013.12,76.74,472.16
26.7,70.32,1011.04,86.41,438.46
24.18,58.49,1011.3,77.82,445.49
24.66,48.78,1018.39,71.79,449.11
18.5,47.45,1009.23,83.21,450.22
27.5,59.54,1004.88,72.7,438.81
20.4,54.9,1016.68,64.26,452.56
26.32,69.71,1009.39,67.05,441.25
14.0,41.78,1010.96,48.37,465.62
9.44,41.79,1020.16,72.26,474.03
22.2,57.17,1009.82,78.43,447.75
20.14,65.06,1014.81,80.01,444.84
16.18,50.88,1014.06,100.09,455.14
10.01,43.7,1015.73,91.97,479.24
25.49,47.45,1007.89,57.04,444.52
7.57,37.49,1009.73,83.07,481.98
30.56,71.98,1004.74,58.77,429.2
19.74,67.71,1007.68,64.02,446.1
27.16,71.32,1007.81,89.07,430.53
18.21,45.0,1022.86,48.84,467.54
19.55,42.04,1009.99,67.87,466.4
25.98,68.12,1011.36,66.86,439.0
31.19,68.3,1014.86,39.1,430.48
12.74,49.83,1007.44,91.47,466.09
9.23,37.36,1015.01,67.38,481.08
11.49,41.54,1020.17,70.91,476.74
7.3,39.72,1020.85,77.83,485.1
26.64,73.56,1004.98,93.31,432.93
24.2,63.21,1012.25,79.86,449.03
20.8,50.9,1012.07,73.16,457.0
22.19,48.78,1017.84,76.01,446.51
18.17,66.86,1011.29,78.48,452.77
26.04,72.43,1006.82,84.88,432.94
30.29,59.22,1013.05,60.46,441.57
34.29,68.51,1009.58,32.25,427.62
12.05,40.55,1016.63,100.14,472.19
17.9,58.33,1013.6,85.81,452.28
25.54,70.47,1009.28,73.5,436.16
31.92,68.3,1015.58,41.55,430.07
11.19,40.64,1020.57,84.49,472.86
15.55,43.02,1011.97,44.66,466.2
19.35,39.72,1002.5,51.24,455.29
14.24,39.99,1009.3,83.75,466.2
23.96,60.95,1015.01,65.24,446.4
7.65,40.67,1020.14,72.37,491.1
24.74,59.21,1012.18,74.2,440.36
17.19,37.2,1011.84,67.59,468.4
27.28,78.92,1011.05,75.48,434.78
17.23,41.1,1002.45,68.88,464.18
26.63,62.44,1010.86,70.82,438.25
26.35,49.5,1012.67,41.34,458.41
21.87,61.45,1011.13,92.22,445.21
17.33,53.16,1013.77,82.77,459.78
13.78,39.85,1012.7,71.99,474.9
21.94,57.5,1014.64,78.52,451.1
27.37,65.06,1013.09,50.92,440.5
26.54,69.48,1010.7,66.09,432.56
10.03,41.62,1014.55,95.61,462.73
21.94,62.52,1015.99,74.56,449.87
22.73,63.73,1009.12,94.8,441.75
13.91,40.24,1017.03,85.93,466.24
16.57,41.79,1005.82,72.25,452.84
24.6,63.94,1012.87,80.28,439.63
29.93,69.48,1009.21,54.59,430.75
12.41,45.87,1004.78,80.02,468.14
23.71,50.23,1017.55,73.24,458.59
21.62,48.78,1020.06,85.09,448.52
17.19,58.86,1016.74,85.97,451.87
33.43,66.44,1010.29,53.45,433.01
26.59,60.96,1011.9,52.41,439.77
12.45,43.67,1013.61,91.34,474.27
11.67,40.23,1017.65,82.48,475.07
27.84,71.32,1007.72,79.25,431.37
22.1,74.87,1009.4,85.78,442.83
23.1,59.43,1007.36,85.96,440.64
18.76,52.9,1016.27,64.7,458.26
25.95,59.14,1016.42,67.03,438.46
17.14,44.2,1018.91,62.18,457.02
9.57,52.75,1022.32,75.4,470.93
13.33,54.3,1016.77,80.32,468.1
16.2,45.76,1014.73,89.84,460.87
18.31,62.1,1020.38,79.02,455.24
26.72,67.79,1010.35,63.31,444.68
25.11,58.79,1015.99,60.55,442.34
20.06,62.1,1020.21,72.21,451.81
25.21,49.82,1016.44,63.14,450.75
28.68,70.72,1009.43,71.33,435.45
21.44,51.19,1009.1,84.94,446.17
21.14,67.71,1006.38,56.78,445.12
27.2,77.95,1009.48,78.53,433.39
10.15,41.17,1019.38,82.3,480.71
33.08,69.75,1009.03,43.69,434.98
20.05,42.48,1012.29,85.09,457.01
26.42,71.06,1008.12,87.32,435.6
28.6,71.22,1003.15,58.33,443.01
21.81,65.46,1013.97,52.16,444.66
30.55,70.04,1010.51,49.37,429.56
15.61,40.89,1010.48,80.26,467.3
30.67,77.95,1015.28,61.67,435.96
12.41,41.16,1017.45,93.64,464.08
27.89,73.17,1009.85,64.22,432.83
15.79,49.15,1020.62,76.22,465.62
12.29,40.03,1017.62,89.64,472.65
17.4,43.14,1018.51,75.31,457.59
5.99,35.79,1011.56,91.69,484.82
27.24,69.13,1009.28,70.85,432.36
8.81,44.68,1023.06,93.93,479.24
5.4,39.4,1011.45,91.84,485.86
21.55,44.58,1017.2,46.64,464.44
6.16,39.48,1004.85,59.68,484.55
18.31,50.9,1011.87,86.83,455.5
23.97,63.86,1018.09,57.62,441.65
15.5,49.25,1021.41,77.92,453.99
15.4,38.73,1000.67,79.71,469.18
29.63,66.75,1018.08,58.46,433.26
7.91,38.56,1016.48,68.94,485.95
15.42,39.82,1012.89,83.54,469.9
20.55,63.86,1015.12,73.98,447.54
19.83,59.44,1012.98,91.24,446.15
27.91,72.24,1010.74,70.8,430.73
14.93,39.16,1007.25,72.35,463.2
14.55,44.84,1023.83,87.6,465.14
27.51,73.67,1005.71,76.75,431.97
19.53,50.32,1009.71,94.46,449.59
31.06,67.17,1007.62,65.54,437.91
17.18,46.0,1002.74,100.1,454.02
14.04,40.83,1008.98,82.04,469.75
6.29,40.78,1024.75,96.37,478.29
11.6,40.27,1008.55,72.12,473.89
12.93,39.58,1010.93,75.9,473.09
18.41,44.9,1008.97,73.81,453.12
13.34,41.79,1011.48,86.66,461.12
20.91,58.2,1018.1,62.8,446.19
15.14,39.72,1002.96,72.52,460.15
28.82,71.8,1010.97,67.64,436.71
23.76,58.82,1011.75,77.34,444.57
18.26,61.27,1019.1,74.74,428.67
24.57,49.82,1016.82,65.25,452.3
13.69,40.83,1008.53,84.81,471.26
23.89,65.18,1012.46,78.29,438.97
13.52,42.34,1017.97,95.34,463.71
27.35,61.47,1008.43,70.65,443.67
30.54,69.14,1007.25,70.46,435.46
30.71,64.05,1011.75,62.81,438.42
16.65,56.89,1013.52,87.44,452.52
29.64,54.2,1013.0,39.56,438.12
6.3,41.14,1027.45,86.11,481.49
19.78,44.71,1015.7,29.43,465.49
31.32,71.29,1008.37,50.07,430.46
28.61,72.29,1011.61,45.33,446.77
8.03,40.67,1020.13,70.87,492.26
17.79,44.9,1020.5,69.72,457.72
21.34,48.06,1014.49,63.23,458.13
12.19,40.23,1017.45,82.07,474.91
27.01,67.98,1006.01,67.98,434.65
24.47,58.05,1011.27,71.7,446.93
10.16,41.55,1005.69,58.04,477.27
29.7,57.19,1008.41,55.07,436.29
10.14,45.01,1018.12,94.32,473.56
23.22,59.15,1014.58,75.18,443.7
18.01,62.26,1011.89,89.29,451.14
14.91,43.34,1015.15,81.56,461.27
25.43,70.17,1000.46,87.84,436.43
30.18,68.24,1009.31,64.06,427.38
15.09,44.34,1019.46,60.49,468.8
28.84,73.03,1013.99,76.05,435.75
24.57,72.24,1011.44,79.19,434.93
25.16,54.2,1012.69,58.02,441.99
7.09,39.37,1020.07,73.26,487.0
30.58,68.84,1011.34,51.29,439.71
30.13,71.98,1004.95,63.62,431.0
7.55,39.22,1014.53,77.76,482.19
13.56,39.18,1023.4,63.82,470.38
20.01,45.09,1014.21,38.19,453.96
20.85,59.21,1012.9,75.97,444.44
23.79,50.16,1005.32,75.82,435.49
28.32,71.64,1004.73,72.71,436.31
18.89,63.09,1018.47,84.85,450.0
27.81,66.51,1016.11,48.48,439.48
25.99,59.54,1007.78,74.48,441.32
29.83,71.43,1011.93,55.8,439.34
8.02,40.23,1017.42,90.26,484.22
14.85,58.59,1014.04,89.85,454.62
26.75,43.21,1012.29,87.28,430.45
14.66,40.89,1009.72,91.56,465.73
13.72,45.09,1012.95,87.41,466.24
32.21,70.94,1006.76,47.56,430.06
27.17,61.02,1011.38,65.32,437.06
14.57,41.79,1007.61,82.85,457.21
26.22,65.34,1015.17,47.25,444.06
28.23,64.05,1011.98,75.23,442.3
25.36,74.99,1002.21,65.96,440.25
15.15,41.35,1006.3,86.16,468.64
14.5,53.82,1016.81,62.89,464.27
33.95,80.18,1010.3,56.69,432.22
15.26,41.2,1016.0,76.06,467.98
28.86,73.4,1011.37,58.76,439.33
5.68,40.35,1012.11,92.86,486.79
14.17,43.13,1014.94,48.62,471.08
14.63,40.0,1018.03,63.4,457.09
6.29,43.65,1020.68,70.14,485.8
7.71,36.25,1027.92,89.84,481.74
20.99,67.07,1005.17,82.41,442.02
22.51,68.63,1015.1,57.19,450.75
21.95,68.63,1012.8,61.55,448.9
21.92,58.79,1010.09,89.7,446.71
17.86,45.0,1023.25,53.48,465.78
21.84,45.09,1013.94,46.11,450.88
18.23,60.95,1016.74,78.85,455.53
19.82,58.16,1016.76,74.66,455.5
13.52,41.44,1015.81,65.97,472.11
11.52,39.18,1023.43,83.29,474.35
14.95,39.31,1009.15,75.3,462.72
25.6,56.9,1006.35,81.58,437.82
31.41,74.16,1008.65,68.5,430.37
28.78,64.96,999.75,56.43,432.66
20.61,44.63,1008.54,77.54,456.68
22.33,45.87,1007.8,63.61,447.02
9.51,43.79,1016.02,79.81,481.12
28.87,72.58,1008.69,79.34,428.89
13.97,39.16,1016.05,84.6,470.96
20.33,57.76,1016.47,75.35,450.25
23.36,74.93,1016.57,71.91,443.78
22.88,63.91,1009.63,87.82,442.5
24.8,72.24,1011.58,83.61,435.25
16.23,43.52,1020.13,76.3,464.74
10.31,42.49,1009.43,78.36,479.64
20.21,58.12,1015.36,79.18,453.19
16.52,53.16,1014.68,76.82,457.81
10.12,40.0,1021.33,95.29,476.03
8.48,36.18,1013.31,75.15,480.63
14.31,40.78,1024.3,76.41,463.54
31.38,72.29,1008.73,73.27,430.58
21.75,59.8,1016.65,72.94,453.17
26.45,69.13,1001.53,89.64,427.5
13.09,41.62,1011.82,83.14,457.29
26.85,75.6,1017.43,74.55,433.48
13.56,40.8,1024.8,63.6,475.89
14.32,40.78,1024.49,73.84,457.92
15.49,39.0,1016.01,71.31,462.28
28.24,64.69,1007.35,61.14,438.03
24.94,59.07,1008.89,84.79,440.12
17.28,44.06,1018.15,66.93,462.05
21.85,63.86,1020.16,68.84,445.62
9.41,41.54,1019.48,82.19,481.59
15.63,44.9,1009.38,82.8,457.44
18.58,63.78,1016.24,78.74,453.96
19.67,44.89,1009.43,73.88,455.2
14.44,41.2,1015.96,81.97,469.85
12.67,41.16,1016.92,92.8,462.35
22.49,58.71,1009.75,76.43,443.33
10.42,41.46,1021.04,89.16,479.24
12.24,40.96,1023.52,81.09,474.76
13.52,39.3,1018.99,69.22,469.41
21.95,57.76,1018.02,67.72,452.27
8.51,40.78,1023.51,89.84,471.11
18.51,48.06,1015.14,79.83,455.44
29.47,71.32,1008.07,67.0,437.14
25.66,61.08,1013.0,71.21,446.05
10.5,39.28,1016.55,91.75,480.92
5.62,41.38,1020.91,86.21,490.83
10.59,38.38,1021.58,68.23,474.94
11.95,41.58,1015.83,89.35,464.57
6.28,41.06,1020.96,90.91,489.79
26.92,78.92,1011.65,96.22,434.64
12.68,40.69,1014.46,79.77,475.37
30.72,69.13,1009.94,61.66,435.83
15.46,42.07,1017.9,81.12,459.15
15.15,53.82,1016.34,62.59,461.6
25.43,60.95,1014.62,51.39,444.65
32.95,67.9,1005.88,45.15,425.89
17.42,44.06,1016.63,82.15,456.57
13.77,43.13,1016.63,62.13,468.45
28.16,70.72,1009.81,65.32,441.37
28.59,75.08,1005.58,60.3,442.7
19.97,59.21,1017.87,83.46,450.41
16.72,44.34,1019.26,63.77,465.89
22.47,48.6,1002.33,63.23,445.98
22.49,45.61,1013.1,75.69,455.12
24.56,60.27,1017.63,74.5,440.31
24.27,70.47,1008.96,78.31,434.24
15.31,41.35,1005.09,95.25,466.5
18.04,44.88,1017.96,66.3,461.13
27.36,63.31,1013.7,51.58,440.4
26.49,61.86,1012.55,74.24,440.21
19.62,68.63,1012.26,68.05,453.84
11.59,40.05,1014.96,86.22,474.46
10.25,41.46,1020.65,87.07,481.94
28.67,66.25,1007.96,76.36,434.73
15.37,50.59,1019.02,98.2,463.35
4.11,38.44,1015.9,81.79,488.05
22.17,60.27,1018.21,89.55,443.31
28.73,50.05,1005.79,52.4,436.35
21.84,55.5,1019.28,62.17,454.99
24.48,64.45,1014.69,51.43,452.82
23.89,64.27,1013.37,75.22,450.82
10.63,39.61,1020.0,72.42,476.99
20.35,67.71,1005.85,63.97,446.42
6.25,39.04,1019.65,71.27,484.14
28.31,65.71,1014.67,59.29,447.26
17.74,58.33,1013.55,81.8,446.01
23.66,72.43,1008.0,89.49,439.02
18.48,46.48,1007.53,82.57,461.49
11.06,41.16,1018.52,89.14,467.46
5.15,40.78,1025.34,95.84,483.03
17.74,49.69,1006.09,80.7,457.05
8.33,39.72,1020.24,82.84,479.12
28.54,72.99,1007.42,67.87,432.0
18.41,49.69,1006.66,80.55,454.97
21.39,62.96,1019.49,72.24,452.68
27.35,77.95,1017.43,73.36,437.61
6.26,41.31,1002.04,87.54,485.57
21.6,59.8,1016.9,76.59,450.14
15.14,44.21,1019.97,83.86,463.1
27.52,69.68,1011.67,56.94,444.83
23.59,71.73,1009.69,87.06,435.67
9.42,41.4,1030.38,87.8,472.99
11.64,40.1,1015.5,87.05,477.2
20.78,68.28,1008.75,60.87,450.57
7.17,39.4,1011.48,90.38,484.33
21.04,74.87,1009.09,88.25,443.44
13.31,40.1,1014.81,82.11,468.74
26.82,75.08,1005.93,60.81,441.14
27.0,59.15,1013.12,61.39,440.58
27.53,72.58,1009.13,89.06,428.83
22.54,51.95,1007.29,79.28,447.29
10.22,37.83,1005.94,93.53,471.79
15.97,52.72,1024.72,65.97,462.64
10.93,39.22,1019.44,64.94,473.27
29.91,74.9,1003.36,69.34,434.93
14.76,43.79,1016.17,75.72,464.14
26.46,74.67,1016.65,84.44,431.65
11.01,40.05,1015.46,89.22,474.2
16.69,53.82,1015.39,63.62,458.96
15.1,41.35,1003.84,97.89,466.14
8.23,40.77,1011.92,90.59,479.24
14.09,41.2,1016.45,67.27,472.42
25.38,74.67,1016.61,81.34,435.41
31.12,68.94,1006.05,68.46,431.92
13.96,40.92,1022.65,73.08,460.95
23.53,72.24,1010.84,94.33,436.69
23.95,58.79,1010.45,74.34,448.32
16.45,44.68,1018.6,85.14,462.66
15.69,41.93,1021.3,52.69,468.43
24.97,58.95,1017.19,56.24,440.03
23.47,65.61,1014.57,69.83,447.16
10.16,41.79,1021.35,52.4,472.75
10.15,41.62,1015.86,97.4,463.89
22.46,48.41,1008.66,80.85,442.57
25.87,57.32,1012.06,44.13,442.87
12.9,44.63,1020.72,89.51,467.41
30.03,67.9,1006.22,52.61,426.13
32.67,77.95,1014.62,50.73,432.32
7.95,40.72,1023.7,84.19,486.14
16.39,52.75,1024.42,54.61,459.48
15.85,49.69,1015.33,89.24,469.4
30.3,71.98,1004.4,55.6,426.52
5.85,40.77,1022.44,84.77,480.59
9.68,38.16,1015.54,79.67,475.51
10.41,44.68,1023.53,91.38,474.7
25.44,69.59,1008.22,80.73,433.97
12.04,43.69,1016.58,80.16,474.97
13.26,42.99,1007.58,94.26,472.52
25.41,48.06,1013.12,46.52,444.01
5.66,40.62,1015.87,84.97,485.18
17.06,52.9,1019.76,80.9,460.82
13.62,40.2,1014.2,85.05,465.74
32.57,65.74,1011.03,46.27,440.56
27.06,64.45,1008.72,54.21,443.1
11.72,41.54,1020.04,66.84,476.12
7.47,40.07,1015.45,50.3,489.59
23.48,64.15,1021.08,57.77,450.89
26.38,71.73,1010.04,69.45,431.66
17.02,44.85,1014.38,62.66,459.98
25.78,59.15,1013.61,66.68,441.71
9.25,41.26,1020.51,91.21,473.87
20.18,43.56,1013.14,39.16,462.8
23.28,60.84,1017.91,67.5,444.13
27.27,72.24,1010.69,78.09,432.35
31.76,66.54,1003.02,49.64,430.18
24.6,49.3,1003.72,72.26,439.46
12.04,40.1,1014.42,89.65,474.28
24.77,71.94,1006.77,88.86,432.27
10.46,41.06,1021.41,82.34,481.47
24.67,49.5,1013.62,59.42,455.31
30.27,70.32,1007.93,51.61,430.22
11.35,40.73,1019.37,96.05,472.32
16.05,38.28,1014.38,73.89,466.75
13.07,42.18,1014.98,87.77,461.71
27.95,73.5,1010.42,58.01,435.45
23.84,63.47,1012.54,76.33,444.48
26.76,49.02,1007.96,70.05,439.4
25.42,68.08,1011.2,76.58,433.82
22.8,69.23,1011.8,76.95,439.3
32.27,71.85,1008.06,59.28,429.72
12.04,42.34,1019.72,94.67,465.36
4.0,39.9,1009.64,97.16,490.79
17.7,50.88,1015.44,89.57,456.78
20.45,59.8,1015.13,79.21,452.96
24.88,51.43,1011.28,67.38,441.03
25.67,69.88,1007.84,83.32,441.35
9.94,40.46,1018.9,68.51,473.74
13.92,39.58,1012.5,80.28,465.67
29.75,74.87,1009.1,56.5,435.61
20.61,65.61,1014.91,83.82,449.72
18.9,57.5,1016.21,93.9,451.42
32.78,71.22,1005.12,48.77,438.77
6.86,40.02,1031.5,77.94,476.45
22.28,59.92,1009.36,95.38,437.85
24.27,60.37,1005.13,77.16,437.78
22.16,64.63,1020.81,68.47,451.86
11.34,45.17,1018.32,96.24,472.13
23.49,73.18,1012.4,90.05,437.01
10.54,41.93,1016.64,93.52,479.65
10.66,37.5,1009.42,95.86,472.86
10.2,41.17,1019.56,82.46,479.7
29.38,73.42,1011.49,54.96,445.42
23.08,74.78,1009.85,83.67,437.86
30.27,64.05,1011.93,65.72,438.68
16.98,63.09,1020.44,95.18,450.55
26.38,59.92,1009.99,71.91,444.85
15.97,45.01,1016.58,83.24,456.91
25.38,72.24,1010.76,89.64,432.3
25.65,43.77,1011.65,46.18,444.01
28.9,71.94,1007.29,64.77,427.41
13.56,40.75,1016.05,74.64,474.26
23.33,73.18,1012.51,91.29,436.33
27.88,75.23,1011.33,58.91,439.33
32.92,69.05,1000.74,39.61,426.61
27.44,52.3,1008.15,58.92,441.75
28.97,67.9,1006.19,65.81,434.7
14.22,39.39,1014.16,80.22,470.98
9.38,43.7,1015.45,90.47,481.52
25.82,61.08,1013.64,66.4,448.46
12.75,44.03,1007.29,89.46,465.86
9.26,40.78,1023.61,88.48,471.79
11.66,44.6,1018.39,89.98,471.3
22.61,49.3,1003.51,83.02,441.76
22.82,64.63,1020.78,66.73,449.34
20.07,42.23,1012.86,74.11,461.25
14.39,44.85,1014.19,75.16,465.88
13.61,42.34,1017.78,88.84,466.17
11.91,40.69,1014.41,83.71,476.71
23.37,63.87,1016.67,60.44,446.42
12.14,45.0,1023.9,89.2,476.6
19.94,38.52,1018.4,55.9,450.48
12.06,48.04,1010.01,100.13,465.63
11.24,42.34,1021.3,95.19,469.3
24.16,60.29,1018.09,63.49,446.17
18.46,42.18,1001.47,97.61,458.67
20.69,50.78,1008.71,91.95,447.58
29.63,69.59,1008.3,72.53,438.64
28.35,71.14,1010.65,60.38,429.21
24.63,59.57,1010.45,85.36,440.67
16.16,41.79,1007.53,76.21,453.39
24.18,59.92,1009.88,79.54,438.85
30.09,76.2,1006.64,61.02,434.68
6.76,37.49,1011.66,80.91,484.85
24.91,71.29,1008.29,69.06,437.03
8.8,42.32,1017.91,86.8,483.88
20.89,67.71,1006.12,59.12,445.39
10.24,41.17,1019.73,82.04,479.78
29.72,77.95,1014.9,72.73,434.99
16.78,37.2,1011.97,68.94,471.24
6.69,40.64,1020.54,92.83,483.01
32.41,72.86,1003.69,58.04,432.75
24.55,58.86,1015.22,60.53,445.8
12.75,39.58,1010.8,77.31,473.46
11.02,38.28,1013.51,95.66,472.11
18.62,61.27,1019.26,73.35,455.75
15.54,41.96,1011.78,97.46,467.1
13.94,41.58,1020.76,68.22,463.07
27.3,56.85,1011.66,36.09,440.01
21.31,69.05,1002.46,73.42,440.97
29.6,71.14,1011.46,52.69,430.55
29.53,71.43,1011.79,57.41,438.78
22.74,58.12,1015.16,79.58,447.86
4.99,39.04,1020.45,78.89,472.52
15.78,41.48,1015.55,52.17,454.25
24.2,57.85,1013.05,70.29,446.87
23.73,59.15,1014.08,62.65,444.07
18.89,66.86,1012.38,71.96,454.02
7.41,40.71,1023.07,83.32,474.25
28.69,73.18,1012.23,68.57,431.36
10.22,39.16,1015.71,96.2,478.45
9.18,42.44,1014.52,98.04,480.49
8.86,36.71,1025.64,79.65,478.88
4.88,40.27,1012.66,74.51,491.29
28.44,74.93,1013.88,52.0,441.52
15.35,35.4,1016.3,57.12,468.94
23.2,73.17,1012.0,89.92,438.64
19.29,67.71,1007.94,63.71,449.28
16.43,41.79,1005.47,76.89,455.85
17.76,42.42,1009.09,66.26,468.27
20.46,59.21,1018.42,85.89,445.22
24.84,56.89,1012.15,67.24,440.36
18.97,50.59,1016.01,74.9,459.68
18.71,53.16,1013.26,82.64,455.7
14.44,39.0,1017.06,76.02,466.96
13.61,41.16,1020.49,75.09,462.67
24.6,57.85,1012.92,69.56,447.09
21.99,58.96,1014.09,61.3,453.38
9.28,41.54,1018.33,79.89,482.8
22.18,65.46,1016.74,54.02,447.92
30.11,70.8,1008.57,69.25,432.33
13.4,41.78,1010.2,64.57,466.68
25.69,57.32,1012.34,44.18,441.43
12.95,40.1,1015.31,86.01,471.07
27.43,64.96,999.72,67.94,431.21
15.12,39.16,1006.55,76.99,463.78
20.14,46.93,1014.66,64.22,453.99
13.17,38.91,1016.55,74.47,470.63
28.11,77.95,1009.38,72.81,432.98
26.84,71.94,1006.6,79.12,427.2
12.34,43.22,1009.28,78.23,468.52
19.11,44.85,1014.76,45.86,464.66
24.11,59.27,1011.02,78.18,444.35
23.09,63.91,1012.23,83.25,447.9
20.7,58.16,1016.73,68.19,453.22
26.92,64.69,1006.66,76.14,437.62
26.63,73.68,1015.15,85.13,428.8
28.97,64.44,1014.55,54.67,438.08
33.27,66.44,1010.63,43.47,430.11
24.92,48.92,1010.11,36.53,445.56
9.24,41.4,1030.72,87.36,476.9
22.18,69.05,1002.75,70.84,442.14
29.48,59.27,1010.99,51.23,440.72
21.53,52.84,1005.06,88.22,444.04
9.66,41.82,1033.19,73.19,477.67
8.51,39.96,1026.34,96.1,475.96
6.79,40.0,1019.01,81.83,480.83
8.97,44.03,1013.16,80.39,474.61
26.09,49.3,1003.79,66.19,439.82
8.48,42.49,1010.77,88.68,483.5
22.32,69.48,1011.1,77.86,439.49
25.71,71.73,1009.72,75.29,434.16
27.62,63.9,1013.11,43.56,442.89
23.1,60.08,1017.69,65.44,451.01
23.95,73.67,1007.32,87.67,437.43
12.28,40.55,1005.72,98.56,472.47
17.7,43.69,1016.98,61.98,462.63
30.21,75.33,1002.24,66.71,431.46
30.93,73.42,1010.98,56.42,432.44
24.74,59.39,1015.23,74.64,437.49
9.42,41.4,1029.21,86.4,474.75
23.58,70.04,1010.95,76.32,435.47
20.84,65.06,1016.88,71.93,445.74
20.9,67.07,1005.43,82.85,443.46
20.29,49.69,1008.94,69.91,454.74
30.02,68.24,1009.8,65.73,429.5
12.54,40.8,1024.56,68.97,479.65
24.87,68.61,1011.19,55.69,450.54
25.6,63.76,1010.18,67.43,435.75
26.39,49.16,1005.68,56.18,442.87
18.24,49.5,1014.37,79.36,464.13
23.46,51.19,1009.6,73.22,444.82
14.57,42.18,1015.13,74.89,465.75
9.42,41.4,1029.6,87.43,478.12
12.59,41.14,1025.79,86.55,465.74
12.65,44.34,1014.74,92.81,473.46
15.28,40.0,1016.65,65.0,458.76
20.3,67.32,1013.49,80.9,441.51
18.86,46.48,1007.28,78.47,452.0
14.02,44.85,1016.54,75.73,469.53
15.75,39.16,1016.31,77.99,468.87
20.41,50.32,1008.45,93.12,447.06
18.81,49.15,1020.79,67.09,459.81
8.14,37.49,1009.04,80.33,480.66
10.02,52.75,1021.93,73.68,473.09
28.36,66.75,1017.71,52.6,433.88
24.2,59.07,1009.25,88.25,441.93
12.81,45.51,1015.46,79.97,469.27
8.68,39.61,1021.54,77.98,486.31
18.2,39.63,1005.35,79.05,468.49
21.03,67.45,1015.01,68.59,447.11
18.18,61.87,1008.64,66.28,453.1
23.86,73.5,1011.34,87.32,438.62
18.16,43.72,1008.64,75.22,454.98
14.34,42.86,1031.75,66.81,466.17
24.35,73.17,1012.2,85.88,435.66
9.06,43.79,1016.05,81.32,482.8
23.6,57.17,1009.84,74.27,446.05
19.89,44.9,1008.12,67.3,453.09
16.09,65.46,1013.84,85.52,454.88
25.64,70.72,1010.16,84.0,441.68
29.12,66.56,1006.9,49.79,429.94
24.63,65.38,1010.43,40.68,446.23
29.07,71.64,1006.07,69.53,440.51
5.51,35.57,1026.3,78.97,489.36
22.35,63.47,1013.21,82.52,440.11
23.53,50.05,1005.63,78.4,443.71
11.44,41.39,1019.59,79.95,478.52
16.78,39.63,1005.84,87.91,465.97
10.72,40.81,1016.51,80.26,474.64
15.74,43.34,1013.38,81.45,463.24
12.84,40.8,1026.95,69.86,475.59
