instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
3632,05-06-2011,2,0,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,6
11456,27-04-2012,2,1,4,12,0,5,1,1,0.46,0.4545,0.36,0.3582,307
8224,14-12-2011,4,0,12,7,0,3,1,1,0.28,0.3182,0.75,0,247
12901,26-06-2012,3,1,6,17,0,2,1,1,0.72,0.6515,0.28,0.4179,900
326,15-01-2011,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,20
13690,29-07-2012,3,1,7,14,0,0,0,1,0.8,0.7273,0.46,0.194,522
3867,15-06-2011,2,0,6,0,0,3,1,1,0.56,0.5303,0.64,0.3582,52
5342,15-08-2011,3,0,8,11,0,1,1,2,0.72,0.6818,0.62,0.2537,153
15143,28-09-2012,4,1,9,3,0,5,1,2,0.6,0.5606,0.83,0.1343,7
10521,19-03-2012,1,1,3,11,0,1,1,1,0.56,0.5303,0.68,0.1642,201
8789,07-01-2012,1,1,1,0,0,6,0,1,0.36,0.3485,0.5,0.1642,79
15047,24-09-2012,4,1,9,3,0,1,1,1,0.46,0.4545,0.63,0.1642,5
11307,21-04-2012,2,1,4,7,0,6,0,1,0.5,0.4848,0.82,0.2836,76
6334,26-09-2011,4,0,9,11,0,1,1,1,0.68,0.6364,0.79,0.2239,159
3833,13-06-2011,2,0,6,14,0,1,1,1,0.7,0.6364,0.34,0.2537,200
1125,19-02-2011,1,0,2,14,0,6,0,1,0.46,0.4545,0.15,0.6567,196
9124,21-01-2012,1,1,1,1,0,6,0,4,0.14,0.1364,0.86,0.194,23
11076,11-04-2012,2,1,4,16,0,3,1,1,0.44,0.4394,0.33,0.2985,307
6742,13-10-2011,4,0,10,11,0,4,1,2,0.62,0.5758,0.83,0,84
8661,01-01-2012,1,1,1,15,0,0,0,1,0.46,0.4545,0.51,0.2985,265
8351,19-12-2011,4,0,12,14,0,1,1,1,0.36,0.3485,0.46,0.2239,137
13314,13-07-2012,3,1,7,22,0,5,1,1,0.74,0.6667,0.45,0,263
9566,08-02-2012,1,1,2,12,0,3,1,2,0.28,0.2576,0.65,0.2836,138
385,17-01-2011,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,80
9813,18-02-2012,1,1,2,19,0,6,0,1,0.44,0.4394,0.44,0.1642,188
6116,17-09-2011,3,0,9,9,0,6,0,2,0.48,0.4697,0.67,0.2239,177
8804,07-01-2012,1,1,1,15,0,6,0,1,0.58,0.5455,0.37,0.2985,449
4572,14-07-2011,3,0,7,9,0,4,1,1,0.68,0.6364,0.47,0.2836,224
3043,11-05-2011,2,0,5,16,0,3,1,1,0.66,0.6212,0.39,0,289
2576,22-04-2011,2,0,4,5,0,5,1,1,0.34,0.3182,0.53,0.2239,16
4208,29-06-2011,3,0,6,5,0,3,1,1,0.64,0.5758,0.83,0.194,22
13354,15-07-2012,3,1,7,14,0,0,0,1,0.9,0.8182,0.37,0.2537,476
5182,08-08-2011,3,0,8,19,0,1,1,1,0.82,0.7424,0.43,0.1045,416
3505,30-05-2011,2,0,5,22,1,1,0,1,0.72,0.697,0.74,0.1642,106
930,11-02-2011,1,0,2,8,0,5,1,1,0.1,0.1212,0.74,0.1642,216
5004,01-08-2011,3,0,8,9,0,1,1,1,0.82,0.7424,0.41,0,166
10261,08-03-2012,1,1,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418,203
14153,17-08-2012,3,1,8,21,0,5,1,2,0.68,0.2424,0.69,0.2985,255
16694,03-12-2012,4,1,12,8,0,1,1,1,0.36,0.3788,0.93,0,731
9633,11-02-2012,1,1,2,7,0,6,0,3,0.22,0.2273,0.93,0.1343,19
9181,23-01-2012,1,1,1,10,0,1,1,2,0.2,0.2576,0.93,0,149
9317,29-01-2012,1,1,1,2,0,0,0,1,0.28,0.2576,0.26,0.3284,51
9844,20-02-2012,1,1,2,2,1,1,0,2,0.24,0.2576,0.87,0.0896,20
5514,22-08-2011,3,0,8,15,0,1,1,1,0.74,0.6515,0.3,0.2985,199
9388,01-02-2012,1,1,2,1,0,3,1,1,0.44,0.4394,0.41,0.2836,4
173,08-01-2011,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,62
3184,17-05-2011,2,0,5,13,0,2,1,2,0.56,0.5303,0.88,0.3284,172
6449,01-10-2011,4,0,10,6,0,6,0,1,0.42,0.4242,0.67,0.3284,19
16380,20-11-2012,4,1,11,5,0,2,1,2,0.34,0.3333,0.66,0.1343,34
8711,03-01-2012,1,1,1,18,0,2,1,1,0.14,0.0909,0.26,0.5224,224
2802,01-05-2011,2,0,5,15,0,0,0,2,0.5,0.4848,0.72,0,266
6108,17-09-2011,3,0,9,1,0,6,0,1,0.46,0.4545,0.72,0.1045,80
11069,11-04-2012,2,1,4,9,0,3,1,2,0.32,0.303,0.49,0.2985,302
10452,16-03-2012,1,1,3,14,0,5,1,2,0.48,0.4697,0.72,0,202
13107,05-07-2012,3,1,7,7,0,4,1,1,0.76,0.697,0.55,0,343
15838,27-10-2012,4,1,10,2,0,6,0,2,0.5,0.4848,0.88,0.194,90
17287,28-12-2012,1,1,12,3,0,5,1,2,0.24,0.2424,0.6,0.1642,2
14251,21-08-2012,3,1,8,23,0,2,1,1,0.62,0.5758,0.83,0,136
12581,13-06-2012,2,1,6,9,0,3,1,2,0.64,0.6061,0.69,0.5821,352
6563,06-10-2011,4,0,10,0,0,4,1,1,0.5,0.4848,0.72,0.194,40
11860,14-05-2012,2,1,5,8,0,1,1,3,0.54,0.5152,0.88,0.2239,156
14796,13-09-2012,3,1,9,16,0,4,1,1,0.72,0.6515,0.39,0.0896,491
3162,16-05-2011,2,0,5,15,0,1,1,1,0.72,0.6667,0.51,0,165
12542,11-06-2012,2,1,6,18,0,1,1,2,0.8,0.7273,0.43,0.2985,831
15493,12-10-2012,4,1,10,17,0,5,1,1,0.46,0.4545,0.38,0.3881,837
11238,18-04-2012,2,1,4,10,0,3,1,3,0.48,0.4697,0.47,0.2239,147
16716,04-12-2012,4,1,12,6,0,2,1,2,0.36,0.3788,0.93,0,153
12206,28-05-2012,2,1,5,18,1,1,0,1,0.8,0.7727,0.59,0.2985,383
11444,27-04-2012,2,1,4,0,0,5,1,1,0.54,0.5152,0.68,0.5522,73
6783,15-10-2011,4,0,10,4,0,6,0,1,0.42,0.4242,0.67,0.1343,6
6618,08-10-2011,4,0,10,7,0,6,0,1,0.42,0.4242,0.94,0.0896,73
3894,16-06-2011,2,0,6,3,0,4,1,2,0.56,0.5303,0.73,0.0896,4
2914,06-05-2011,2,0,5,7,0,5,1,1,0.4,0.4091,0.82,0,222
2777,30-04-2011,2,0,4,14,0,6,0,1,0.54,0.5152,0.39,0.2239,452
396,17-01-2011,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,4
12834,23-06-2012,3,1,6,22,0,6,0,1,0.74,0.6515,0.37,0.1045,279
5652,28-08-2011,3,0,8,22,0,0,0,1,0.64,0.6061,0.69,0.1045,98
3687,07-06-2011,2,0,6,12,0,2,1,2,0.8,0.7273,0.46,0.2836,183
14727,10-09-2012,3,1,9,19,0,1,1,1,0.62,0.6212,0.38,0.2985,633
3694,07-06-2011,2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,424
5296,13-08-2011,3,0,8,13,0,6,0,2,0.74,0.7121,0.74,0.3284,153
15696,21-10-2012,4,1,10,4,0,0,0,1,0.36,0.3485,0.71,0.1642,21
7800,26-11-2011,4,0,11,14,0,6,0,2,0.48,0.4697,0.48,0.1343,299
5338,15-08-2011,3,0,8,7,0,1,1,1,0.6,0.5455,0.88,0.2537,258
11654,05-05-2012,2,1,5,18,0,6,0,2,0.66,0.6212,0.69,0.3582,434
11384,24-04-2012,2,1,4,12,0,2,1,1,0.48,0.4697,0.29,0.3881,224
7684,21-11-2011,4,0,11,18,0,1,1,3,0.42,0.4242,0.88,0.194,192
8969,14-01-2012,1,1,1,13,0,6,0,1,0.22,0.2121,0.44,0.2836,220
5549,24-08-2011,3,0,8,2,0,3,1,1,0.58,0.5455,0.68,0.1343,6
5968,11-09-2011,3,0,9,4,0,0,0,1,0.6,0.5606,0.83,0.1343,9
3087,13-05-2011,2,0,5,12,0,5,1,2,0.52,0.5,0.88,0.194,223
5486,21-08-2011,3,0,8,11,0,0,0,1,0.8,0.7879,0.63,0.2836,313
5408,18-08-2011,3,0,8,5,0,4,1,1,0.64,0.5909,0.78,0.2836,27
16097,08-11-2012,4,1,11,10,0,4,1,1,0.32,0.303,0.31,0.3284,161
12925,27-06-2012,3,1,6,17,0,3,1,1,0.82,0.697,0.24,0.3881,843
4996,01-08-2011,3,0,8,1,0,1,1,1,0.72,0.697,0.74,0.194,17
12796,22-06-2012,3,1,6,8,0,5,1,1,0.76,0.697,0.55,0.1343,613
7734,23-11-2011,4,0,11,20,0,3,1,1,0.36,0.3333,0.62,0.3881,68
10478,17-03-2012,1,1,3,16,0,6,0,1,0.64,0.6212,0.5,0,685
7753,24-11-2011,4,0,11,15,1,4,0,1,0.5,0.4848,0.31,0.2537,149
3877,15-06-2011,2,0,6,10,0,3,1,1,0.64,0.6212,0.47,0.1642,135
5495,21-08-2011,3,0,8,20,0,0,0,1,0.7,0.6667,0.79,0.2537,181
9515,06-02-2012,1,1,2,9,0,1,1,1,0.18,0.2121,0.8,0.1045,277
3408,26-05-2011,2,0,5,21,0,4,1,1,0.72,0.6818,0.62,0.0896,223
1167,21-02-2011,1,0,2,9,1,1,0,2,0.32,0.303,0.57,0.2836,57
15394,08-10-2012,4,1,10,14,1,1,0,2,0.42,0.4242,0.58,0.1045,420
8122,10-12-2011,4,0,12,1,0,6,0,2,0.26,0.2576,0.7,0.1642,66
3509,31-05-2011,2,0,5,2,0,2,1,2,0.66,0.5909,0.94,0.1343,12
1723,17-03-2011,1,0,3,10,0,4,1,1,0.44,0.4394,0.54,0.3284,78
6092,16-09-2011,3,0,9,9,0,5,1,1,0.46,0.4545,0.55,0.2537,210
10224,07-03-2012,1,1,3,1,0,3,1,1,0.3,0.2727,0.61,0.2985,5
17244,26-12-2012,1,1,12,8,0,3,1,3,0.2,0.1818,0.86,0.3284,31
215,10-01-2011,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,3
16930,13-12-2012,4,1,12,4,0,4,1,2,0.26,0.2576,0.56,0.194,8
16782,07-12-2012,4,1,12,0,0,5,1,1,0.24,0.2576,0.7,0.1045,48
10107,02-03-2012,1,1,3,4,0,5,1,1,0.32,0.3485,0.61,0,2
9584,09-02-2012,1,1,2,6,0,4,1,1,0.2,0.1818,0.75,0.2836,76
7535,15-11-2011,4,0,11,13,0,2,1,3,0.54,0.5152,0.6,0.2239,153
11137,14-04-2012,2,1,4,5,0,6,0,1,0.36,0.3636,0.66,0.1045,7
10259,08-03-2012,1,1,3,12,0,4,1,2,0.56,0.5303,0.6,0.4478,251
3533,01-06-2011,2,0,6,2,0,3,1,1,0.7,0.6667,0.79,0.1642,3
11053,10-04-2012,2,1,4,16,0,2,1,1,0.58,0.5455,0.21,0.2537,362
6955,22-10-2011,4,0,10,9,0,6,0,1,0.42,0.4242,0.67,0.0896,169
17030,17-12-2012,4,1,12,8,0,1,1,2,0.38,0.3939,0.87,0.1045,592
6234,22-09-2011,3,0,9,7,0,4,1,2,0.6,0.5,1,0.1045,311
17011,16-12-2012,4,1,12,13,0,0,0,2,0.38,0.3939,0.76,0.194,356
15111,26-09-2012,4,1,9,19,0,3,1,1,0.7,0.6515,0.54,0.1642,627
1638,13-03-2011,1,0,3,18,0,0,0,1,0.4,0.4091,0.43,0.3582,147
15684,20-10-2012,4,1,10,16,0,6,0,1,0.54,0.5152,0.42,0.2836,691
5047,03-08-2011,3,0,8,4,0,3,1,2,0.76,0.697,0.52,0.1642,7
4583,14-07-2011,3,0,7,20,0,4,1,1,0.7,0.6364,0.42,0.2239,348
159,07-01-2011,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,39
4330,04-07-2011,3,0,7,7,1,1,0,1,0.66,0.6061,0.83,0.1343,36
1647,14-03-2011,1,0,3,3,0,1,1,1,0.26,0.2727,0.65,0.1343,3
10541,20-03-2012,1,1,3,7,0,2,1,3,0.52,0.5,0.94,0.2239,170
13356,15-07-2012,3,1,7,16,0,0,0,1,0.86,0.7879,0.41,0.2239,495
10865,02-04-2012,2,1,4,20,0,1,1,1,0.46,0.4545,0.31,0.1642,329
16566,27-11-2012,4,1,11,23,0,2,1,2,0.26,0.2424,0.81,0.2537,67
2439,16-04-2011,2,0,4,12,0,6,0,2,0.46,0.4545,0.88,0.5821,32
5416,18-08-2011,3,0,8,13,0,4,1,1,0.8,0.7424,0.52,0.3582,187
13011,01-07-2012,3,1,7,7,0,0,0,1,0.74,0.697,0.7,0,50
2667,26-04-2011,2,0,4,0,0,2,1,1,0.62,0.6061,0.69,0.2836,27
13891,06-08-2012,3,1,8,23,0,1,1,1,0.72,0.697,0.74,0.194,113
13288,12-07-2012,3,1,7,20,0,4,1,1,0.74,0.6667,0.48,0.2239,514
7080,27-10-2011,4,0,10,14,0,4,1,2,0.52,0.5,0.83,0,92
13688,29-07-2012,3,1,7,12,0,0,0,1,0.76,0.697,0.55,0.3284,511
14883,17-09-2012,3,1,9,7,0,1,1,1,0.52,0.5,0.77,0,492
9047,17-01-2012,1,1,1,20,0,2,1,1,0.46,0.4545,0.63,0.3582,180
1099,18-02-2011,1,0,2,12,0,5,1,1,0.5,0.4848,0.59,0.194,185
4091,24-06-2011,3,0,6,8,0,5,1,1,0.7,0.6667,0.74,0.2239,466
9613,10-02-2012,1,1,2,11,0,5,1,2,0.28,0.2879,0.45,0.1045,153
5067,04-08-2011,3,0,8,0,0,4,1,2,0.68,0.6364,0.89,0.0896,17
7405,10-11-2011,4,0,11,3,0,4,1,1,0.38,0.3939,0.94,0.0896,11
5777,03-09-2011,3,0,9,3,0,6,0,1,0.62,0.5909,0.73,0.1642,35
7733,23-11-2011,4,0,11,19,0,3,1,1,0.38,0.3939,0.58,0.3881,122
4288,02-07-2011,3,0,7,13,0,6,0,1,0.82,0.7121,0.3,0.1045,404
17241,26-12-2012,1,1,12,5,0,3,1,2,0.22,0.2121,0.69,0.2836,11
15847,27-10-2012,4,1,10,11,0,6,0,1,0.56,0.5303,0.64,0.2836,585
5840,05-09-2011,3,0,9,18,1,1,0,1,0.66,0.5909,0.89,0.0896,123
15430,10-10-2012,4,1,10,2,0,3,1,2,0.46,0.4545,0.88,0,8
10089,01-03-2012,1,1,3,10,0,4,1,1,0.52,0.5,0.55,0.1642,133
4319,03-07-2011,3,0,7,20,0,0,0,3,0.66,0.6061,0.83,0,176
2048,31-03-2011,2,0,3,4,0,4,1,3,0.24,0.2273,0.93,0.2537,2
16714,04-12-2012,4,1,12,4,0,2,1,2,0.4,0.4091,0.87,0.1343,7
12694,18-06-2012,2,1,6,2,0,1,1,1,0.54,0.5152,0.77,0.2239,9
15234,01-10-2012,4,1,10,22,0,1,1,3,0.54,0.5152,0.77,0.0896,207
15603,17-10-2012,4,1,10,7,0,3,1,1,0.36,0.3636,0.81,0.1045,464
12446,07-06-2012,2,1,6,18,0,4,1,1,0.7,0.6364,0.34,0.2836,813
8993,15-01-2012,1,1,1,13,0,0,0,1,0.2,0.1818,0.34,0.2836,224
15074,25-09-2012,4,1,9,6,0,2,1,1,0.44,0.4394,0.77,0.2239,194
3829,13-06-2011,2,0,6,10,0,1,1,1,0.64,0.6212,0.41,0.3284,118
1396,03-03-2011,1,0,3,10,0,4,1,1,0.18,0.1818,0.29,0.194,56
9562,08-02-2012,1,1,2,8,0,3,1,2,0.24,0.2273,0.7,0.2239,508
6694,11-10-2011,4,0,10,11,0,2,1,2,0.6,0.5909,0.73,0.1642,123
14029,12-08-2012,3,1,8,17,0,0,0,1,0.8,0.697,0.33,0,505
7508,14-11-2011,4,0,11,10,0,1,1,2,0.5,0.4848,0.63,0.2836,111
15590,16-10-2012,4,1,10,18,0,2,1,1,0.5,0.4848,0.42,0.1642,838
14941,19-09-2012,3,1,9,17,0,3,1,1,0.6,0.6212,0.38,0.2239,886
14947,19-09-2012,3,1,9,23,0,3,1,1,0.48,0.4697,0.67,0.0896,123
12261,31-05-2012,2,1,5,1,0,4,1,1,0.64,0.6061,0.69,0.0896,26
12071,23-05-2012,2,1,5,3,0,3,1,1,0.6,0.5758,0.78,0.1045,5
16754,05-12-2012,4,1,12,20,0,3,1,1,0.34,0.303,0.46,0.3881,293
9300,28-01-2012,1,1,1,9,0,6,0,1,0.22,0.2727,0.8,0,158
5378,16-08-2011,3,0,8,23,0,2,1,1,0.66,0.6212,0.65,0.1343,77
7635,19-11-2011,4,0,11,17,0,6,0,1,0.4,0.4091,0.4,0.194,232
6264,23-09-2011,4,0,9,13,0,5,1,3,0.6,0.5,1,0.0896,34
529,24-01-2011,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,1
13664,28-07-2012,3,1,7,12,0,6,0,1,0.84,0.7576,0.41,0.2239,487
16661,01-12-2012,4,1,12,23,0,6,0,2,0.32,0.3485,0.81,0,126
9006,16-01-2012,1,1,1,2,1,1,0,1,0.14,0.2121,0.46,0,17
15621,18-10-2012,4,1,10,1,0,4,1,1,0.46,0.4545,0.82,0.2239,14
13145,06-07-2012,3,1,7,21,0,5,1,1,0.82,0.7727,0.52,0.1343,300
5312,14-08-2011,3,0,8,5,0,0,0,2,0.64,0.5606,0.94,0.1642,10
9541,07-02-2012,1,1,2,11,0,2,1,1,0.36,0.3485,0.46,0.194,129
7993,04-12-2011,4,0,12,16,0,0,0,1,0.42,0.4242,0.58,0.2239,330
10671,25-03-2012,2,1,3,17,0,0,0,1,0.5,0.4848,0.72,0.0896,419
14103,15-08-2012,3,1,8,19,0,3,1,1,0.7,0.6515,0.61,0.1343,649
6544,05-10-2011,4,0,10,5,0,3,1,1,0.44,0.4394,0.82,0.1343,32
8041,06-12-2011,4,0,12,16,0,2,1,3,0.46,0.4545,1,0.2537,88
15156,28-09-2012,4,1,9,16,0,5,1,2,0.66,0.6212,0.5,0.2239,502
5792,03-09-2011,3,0,9,18,0,6,0,1,0.72,0.6818,0.7,0.1642,339
9824,19-02-2012,1,1,2,6,0,0,0,1,0.24,0.2121,0.52,0.3284,5
9502,05-02-2012,1,1,2,19,0,0,0,1,0.3,0.2879,0.52,0.2239,69
7227,02-11-2011,4,0,11,17,0,3,1,1,0.44,0.4394,0.62,0.194,553
1339,01-03-2011,1,0,3,1,0,2,1,1,0.26,0.2273,0.7,0.3582,3
3263,20-05-2011,2,0,5,20,0,5,1,1,0.58,0.5455,0.64,0.1045,220
8016,05-12-2011,4,0,12,15,0,1,1,2,0.46,0.4545,0.72,0.0896,148
8518,26-12-2011,1,0,12,15,1,1,0,1,0.38,0.3939,0.4,0.2537,131
5891,07-09-2011,3,0,9,22,0,3,1,3,0.62,0.5455,0.94,0.1642,29
13696,29-07-2012,3,1,7,20,0,0,0,1,0.74,0.697,0.66,0.1045,303
6403,29-09-2011,4,0,9,8,0,4,1,1,0.6,0.5606,0.83,0,431
237,11-01-2011,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,6
2487,18-04-2011,2,0,4,12,0,1,1,2,0.56,0.5303,0.49,0.0896,184
10651,24-03-2012,2,1,3,21,0,6,0,3,0.44,0.4394,1,0.194,104
16832,09-12-2012,4,1,12,2,0,0,0,2,0.4,0.4091,0.87,0.1045,78
2845,03-05-2011,2,0,5,10,0,2,1,2,0.64,0.6061,0.69,0.3582,127
6575,06-10-2011,4,0,10,12,0,4,1,1,0.56,0.5303,0.49,0.0896,226
11812,12-05-2012,2,1,5,8,0,6,0,1,0.52,0.5,0.48,0,178
16052,06-11-2012,4,1,11,12,0,2,1,1,0.32,0.3333,0.45,0.1343,248
13853,05-08-2012,3,1,8,9,0,0,0,1,0.8,0.7727,0.59,0.3582,229
11968,18-05-2012,2,1,5,20,0,5,1,1,0.62,0.6212,0.41,0.1642,337
6579,06-10-2011,4,0,10,16,0,4,1,1,0.58,0.5455,0.49,0.194,323
11570,02-05-2012,2,1,5,6,0,3,1,3,0.56,0.5303,0.84,0,120
8744,05-01-2012,1,1,1,3,0,4,1,1,0.2,0.2576,0.61,0,4
4391,06-07-2011,3,0,7,20,0,3,1,1,0.72,0.697,0.74,0.2537,312
12016,20-05-2012,2,1,5,20,0,0,0,1,0.66,0.6212,0.61,0.4179,274
596,28-01-2011,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343,9
7388,09-11-2011,4,0,11,10,0,3,1,1,0.4,0.4091,0.76,0.1045,105
17102,20-12-2012,4,1,12,8,0,4,1,2,0.3,0.3333,0.7,0,599
15960,02-11-2012,4,1,11,16,0,5,1,1,0.38,0.3939,0.4,0.3284,421
16510,25-11-2012,4,1,11,15,0,0,0,1,0.3,0.2879,0.42,0.2537,245
14400,28-08-2012,3,1,8,4,0,2,1,1,0.66,0.6061,0.83,0.1343,8
12915,27-06-2012,3,1,6,7,0,3,1,1,0.6,0.6212,0.43,0.3582,527
2077,01-04-2011,2,0,4,9,0,5,1,1,0.32,0.2879,0.7,0.3582,173
11719,08-05-2012,2,1,5,11,0,2,1,2,0.6,0.6061,0.64,0.3881,217
11318,21-04-2012,2,1,4,18,0,6,0,2,0.68,0.6364,0.47,0.4925,416
13022,01-07-2012,3,1,7,18,0,0,0,1,0.88,0.7727,0.32,0.3582,370
15464,11-10-2012,4,1,10,12,0,4,1,1,0.46,0.4545,0.36,0,326
12001,20-05-2012,2,1,5,5,0,0,0,1,0.5,0.4848,0.72,0.1045,8
11099,12-04-2012,2,1,4,15,0,4,1,1,0.48,0.4697,0.31,0.2537,211
9264,26-01-2012,1,1,1,21,0,4,1,2,0.4,0.4091,0.76,0.1045,192
6712,12-10-2011,4,0,10,5,0,3,1,2,0.54,0.5152,0.88,0.3284,22
7557,16-11-2011,4,0,11,11,0,3,1,3,0.46,0.4545,0.94,0.0896,60
4792,23-07-2011,3,0,7,13,0,6,0,1,0.94,0.8788,0.38,0.1642,245
4263,01-07-2011,3,0,7,12,0,5,1,1,0.8,0.697,0.26,0,263
14790,13-09-2012,3,1,9,10,0,4,1,1,0.64,0.6212,0.61,0.0896,212
853,07-02-2011,1,0,2,23,0,1,1,2,0.3,0.3333,0.81,0,25
11708,08-05-2012,2,1,5,0,0,2,1,2,0.52,0.5,0.52,0.2537,38
12434,07-06-2012,2,1,6,6,0,4,1,1,0.46,0.4545,0.88,0.1045,170
167,08-01-2011,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,5
6969,22-10-2011,4,0,10,23,0,6,0,1,0.38,0.3939,0.82,0,108
6129,17-09-2011,3,0,9,22,0,6,0,1,0.5,0.4848,0.72,0.2239,143
10971,07-04-2012,2,1,4,6,0,6,0,1,0.32,0.3182,0.36,0.194,19
7087,27-10-2011,4,0,10,21,0,4,1,1,0.4,0.4091,0.62,0.5224,132
851,07-02-2011,1,0,2,21,0,1,1,1,0.32,0.3485,0.7,0,78
13453,19-07-2012,3,1,7,17,0,4,1,1,0.86,0.7879,0.41,0,771
6668,10-10-2011,4,0,10,9,1,1,0,1,0.54,0.5152,0.77,0,219
6968,22-10-2011,4,0,10,22,0,6,0,1,0.4,0.4091,0.76,0,144
9323,29-01-2012,1,1,1,8,0,0,0,1,0.18,0.197,0.4,0.1343,70
13525,22-07-2012,3,1,7,17,0,0,0,1,0.74,0.697,0.66,0.2239,556
9426,02-02-2012,1,1,2,15,0,4,1,1,0.46,0.4545,0.67,0.1642,174
16169,11-11-2012,4,1,11,10,0,0,0,1,0.4,0.4091,0.69,0.1045,405
6528,04-10-2011,4,0,10,13,0,2,1,1,0.56,0.5303,0.56,0.2985,173
17173,23-12-2012,1,1,12,7,0,0,0,1,0.16,0.197,0.64,0.0896,19
479,21-01-2011,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,27
1323,28-02-2011,1,0,2,9,0,1,1,1,0.42,0.4242,0.82,0.2836,142
8270,16-12-2011,4,0,12,5,0,5,1,1,0.48,0.4697,0.44,0.3881,26
12247,30-05-2012,2,1,5,11,0,3,1,2,0.66,0.6212,0.65,0.194,208
10412,14-03-2012,1,1,3,22,0,3,1,1,0.52,0.5,0.55,0.1343,202
2694,27-04-2011,2,0,4,3,0,3,1,2,0.58,0.5455,0.88,0.2836,7
13195,08-07-2012,3,1,7,23,0,0,0,3,0.68,0.6364,0.83,0.0896,123
15935,01-11-2012,4,1,11,15,0,4,1,2,0.4,0.4091,0.54,0.1642,214
6345,26-09-2011,4,0,9,22,0,1,1,1,0.62,0.5455,0.94,0.1343,136
7781,25-11-2011,4,0,11,19,0,5,1,1,0.42,0.4242,0.67,0,134
4286,02-07-2011,3,0,7,11,0,6,0,1,0.8,0.7121,0.36,0.0896,357
7506,14-11-2011,4,0,11,8,0,1,1,2,0.46,0.4545,0.67,0.194,452
15755,23-10-2012,4,1,10,15,0,2,1,1,0.68,0.6364,0.41,0.2239,346
3853,14-06-2011,2,0,6,10,0,2,1,1,0.62,0.6212,0.46,0.2239,130
7234,03-11-2011,4,0,11,0,0,4,1,1,0.36,0.3636,0.76,0.0896,31
1881,24-03-2011,2,0,3,3,0,4,1,2,0.28,0.2727,1,0.194,1
12687,17-06-2012,2,1,6,19,0,0,0,1,0.64,0.6212,0.53,0.1642,390
15919,31-10-2012,4,1,10,23,0,3,1,1,0.36,0.3636,0.57,0.0896,101
7947,02-12-2011,4,0,12,18,0,5,1,1,0.4,0.4091,0.5,0,372
3272,21-05-2011,2,0,5,5,0,6,0,1,0.46,0.4545,0.88,0.1045,5
13871,06-08-2012,3,1,8,3,0,1,1,3,0.72,0.697,0.79,0.0896,5
13219,09-07-2012,3,1,7,23,0,1,1,2,0.7,0.6515,0.65,0.1045,131
4206,29-06-2011,3,0,6,3,0,3,1,2,0.66,0.6061,0.83,0.1045,5
11386,24-04-2012,2,1,4,14,0,2,1,1,0.5,0.4848,0.25,0.3881,216
2192,06-04-2011,2,0,4,4,0,3,1,1,0.24,0.2424,0.65,0.1343,1
6754,13-10-2011,4,0,10,23,0,4,1,2,0.58,0.5455,0.88,0.194,47
10178,05-03-2012,1,1,3,3,0,1,1,1,0.22,0.2273,0.51,0.1642,1
6396,29-09-2011,4,0,9,1,0,4,1,2,0.6,0.5,1,0.194,23
16378,20-11-2012,4,1,11,3,0,2,1,2,0.34,0.3485,0.71,0.1045,2
2762,29-04-2011,2,0,4,23,0,5,1,2,0.44,0.4394,0.54,0.0896,113
4622,16-07-2011,3,0,7,11,0,6,0,1,0.74,0.6667,0.48,0.2239,396
7137,29-10-2011,4,0,10,23,0,6,0,1,0.22,0.2273,0.87,0.194,36
5346,15-08-2011,3,0,8,15,0,1,1,3,0.74,0.6818,0.55,0.2985,182
12734,19-06-2012,2,1,6,18,0,2,1,1,0.8,0.7576,0.55,0.1642,795
1263,25-02-2011,1,0,2,18,0,5,1,1,0.32,0.2879,0.49,0.4925,157
2463,17-04-2011,2,0,4,12,0,0,0,1,0.46,0.4545,0.38,0.3881,354
17376,31-12-2012,1,1,12,20,0,1,1,2,0.26,0.2576,0.6,0.1642,89
10257,08-03-2012,1,1,3,10,0,4,1,1,0.5,0.4848,0.68,0.4627,138
15294,04-10-2012,4,1,10,10,0,4,1,2,0.66,0.6061,0.83,0.1343,177
5484,21-08-2011,3,0,8,9,0,0,0,1,0.72,0.697,0.74,0.2239,231
12395,05-06-2012,2,1,6,15,0,2,1,2,0.58,0.5455,0.46,0.1343,272
238,11-01-2011,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,27
15507,13-10-2012,4,1,10,7,0,6,0,1,0.3,0.303,0.61,0.1642,70
