Timestamp,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
26/11/2020 09:26:37,30,Female,Karlsruhe,Product Manager,8,0,Middle,,,57760,6710,,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,
26/11/2020 09:38:35,35,Male,Berlin,Software Engineer,13,5,Lead,TypeScript,"Python, Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker, Elixir",103000,200000,92000,25000,29,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,1000
26/11/2020 09:40:54,33,Male,Berlin,Frontend Developer,10,4,Senior,JS,"Javascript / Typescript, Google Cloud, Kubernetes, Docker",74000,,66000,,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,8,200
26/11/2020 09:49:16,34,Male,Berlin,Backend Developer,13,1,Senior,Elixir,SQL,70000,0,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,500
26/11/2020 09:50:38,25,Male,Berlin,Backend Developer,6,2,Senior,Go,"Python, SQL, Go, AWS, Kubernetes, Docker",86000,,80000,5000,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,0,500
26/11/2020 09:51:53,42,Female,Berlin,QA Engineer,5,5,Middle,Java,,46000,,46000,,26,Full-time employee,Unlimited contract,English,51-100,Product,No,30,No
26/11/2020 10:07:39,25,Female,Tampere (Finland),computer vision researcher,3,3 months,Junior,Python,"Python, Tensorflow, Theano, Pytorch",23000,23000,,,30,Full-time employee,Temporary contract,English,51-100,Science Institute ,No,,
26/11/2020 10:11:01,40,Male,Berlin,Backend Developer,14,8,Lead,Spring,"Java / Scala, AWS, Azure, Kubernetes, Docker",135000,0,65000,0,30,Self-employed (freelancer),Temporary contract,English,101-1000,Product,No,0,0
26/11/2020 10:14:19,33,Male,Heidelberg,Software Engineer,11,5,Senior,Python,"Python, Javascript / Typescript, SQL, AWS, Kubernetes, Docker",80000,0,,78000,30,Full-time employee,Temporary contract,English,101-1000,Research institute,No,,
26/11/2020 10:31:07,39,Male,Cologne,Teamlead,12,12,Head,PHP ,"AWS, Docker",75000,75000,75000,75009,30,Full-time employee,Unlimited contract,German,up to 10,Startup,No,20,0
26/11/2020 10:31:59,24,Male,Berlin,Software Engineer,2,2,Junior,Javascript,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker",50000,0,35000,35000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,,
26/11/2020 10:40:41,24,Female,Prague,Software Engineer,3,0,Middle,Java,"Java / Scala, AWS, Azure, Kubernetes, Docker",29000,0,23000,0,20,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
26/11/2020 10:53:48,39,Male,Berlin,Engineering Manager,15,10,Lead,Java,"Python, Kotlin, Javascript / Typescript, SQL, Docker",78000,12000,78000,12000,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,,
26/11/2020 10:59:10,33,Male,Amsterdam,Backend Developer,8,,Senior,C#,"Python, .NET, SQL",75000,,56000,,27,Full-time employee,Temporary contract,English,11-50,Product,No,,
26/11/2020 11:10:50,26,Male,Berlin,Backend Developer,2.5,1,Middle,Java,,60000,,,,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,0,
26/11/2020 11:13:18,29,Male,Berlin,Software Engineer,6,"0,5",Middle,Swift,Swift,70000,0,,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,600
26/11/2020 11:33:16,29,Female,Berlin,Software Engineer,5,2,Middle,PHP,"Python, Javascript / Typescript, SQL, AWS, Google Cloud, Docker",55000,,47000,,24,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
26/11/2020 11:45:08,32,Male,Prague,Software Engineer,8,,Senior,"C, C++",Python,36000,3600,26000,2600,25,Full-time employee,Unlimited contract,Czech,1000+,Product,No,,
26/11/2020 11:46:05,34,Male,Hannover,Hardware Engineer,12,3,Senior,,,56000,0,56000,0,30,Full-time employee,Unlimited contract,English,up to 10,Product,No,10,1000
26/11/2020 11:49:59,30,Male,Berlin,Backend Developer,9,3,Head,Java,"Javascript / Typescript, Java / Scala, Go, AWS, Docker",85000,,80000,,25,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
26/11/2020 11:50:35,31,Male,Berlin,ML Engineer,7,2,Middle,Python,"AWS, Kubernetes, Docker",80000,12000,65000,0,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,500
26/11/2020 12:20:03,33,Male,Berlin,Mobile Developer,8,2,Senior,swift,SQL,75000,1000,75000,1000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
26/11/2020 12:21:47,31,Female,Berlin,Software Engineer,1,1,Junior,React,"Python, AWS, Kubernetes, Docker, React",57000,1000,54000,1000,30,Full-time employee,Unlimited contract,English,1000+,Retail,No,0,0
26/11/2020 12:47:20,36,Male,Frankfurt,Software Engineer,16,5,Middle,.Net,".NET, SQL",65000,0,65000,0,30,Full-time employee,Unlimited contract,German,51-100,Consulting / Agency,No,30,0
26/11/2020 13:35:07,30,Male,Berlin,DevOps,7,3,Middle,,,80000,,,,30,Full-time employee,Unlimited contract,English,1000+,Startup,No,,
26/11/2020 14:10:57,30,Male,Berlin,Mobile Developer,8,5,Senior,Swift,"Python, Kotlin, Swift, Javascript / Typescript",60000,,,,50,Self-employed (freelancer),Temporary contract,English,up to 10,Consulting / Agency,Leads and project inquiries have slowed down,,No
26/11/2020 14:37:05,27,Male,Bucharest,QA Engineer,1,0,Junior,Javascript,Javascript / Typescript,11000,,,,,,,,,,,,
26/11/2020 14:48:23,39,Male,Berlin,Software Engineer,19,7,Senior,Golang,"Python, Ruby, Go, AWS, Google Cloud, Kubernetes, Docker",87000,97000,82000,92000,unlimited,Full-time employee,Unlimited contract,English,11-50,Startup,No,40,500
26/11/2020 14:53:30,30,Male,Munich,Software Engineer,10,3,Senior,Офмф,,79000,,,,,Full-time employee,Unlimited contract,English,11-50,Product,No,,
26/11/2020 15:14:31,32,Male,Berlin,Software Engineer,11,1,Senior,C++,"Python, C/C++, Rust",100000,10000,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,1000
26/11/2020 15:29:49,35,Male,Berlin,Backend Developer,12,3,Senior,php,"SQL, Google Cloud, Docker",54000,,,,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,4,
26/11/2020 15:31:02,34,Male,Berlin,Data Scientist,6,4.5,Senior,python,"Python, Javascript / Typescript, SQL, Google Cloud, Docker",80000,10000,76000,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,1000
26/11/2020 15:37:45,26,Male,Berlin,Data Scientist,4,2,Middle,Python,"Python, SQL, Google Cloud, Docker",60000,6000,60000,6000,27,Full-time employee,Unlimited contract,English,1000+,Ecommerce,No,,180
26/11/2020 16:20:53,29,Male,Helsinki,Mobile Developer,7,0,Senior,Kotlin,"Javascript / Typescript, Java / Scala, Flutter",64000,1100,,,30,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,0,
26/11/2020 17:08:47,42,Male,Berlin,Frontend Developer,18,5,Senior,React JS,Javascript / Typescript,850000,95000,75000,82000,35,Full-time employee,Unlimited contract,English,101-1000,Product,Yes,,5000
26/11/2020 17:24:39,31,Male,Berlin,Software Engineer,12,2,Senior,Java,"SQL, Go, AWS, Kubernetes, Docker",60000,,55000,,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,500
26/11/2020 17:25:10,30,Male,Berlin,Backend Developer,8,0,Senior,,"Javascript / Typescript, Ruby, Elixir",73000,,,,25,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
26/11/2020 17:27:56,33,Male,Berlin,Software Engineer,10,5,Senior,Python,"PHP, Javascript / Typescript, SQL, Go, Google Cloud, Kubernetes, Docker",80000,10000,70000,0,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,700
26/11/2020 17:45:29,28,Male,Berlin,Data Engineer,6,1.5,Middle,Python,"Java / Scala, SQL, Kubernetes, Docker",83000,0,75000,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,20,1500
26/11/2020 18:08:57,33,Male,Prague,Designer (UI/UX),7,,Senior,,,42000,,39000,,24,Full-time employee,Unlimited contract,English,1000+,Product,No,,
26/11/2020 18:57:33,35,Male,Düsseldorf,Data Scientist,3,3,Middle,Python,"SQL, AWS",68000,8000,60000,8000,26,Full-time employee,Unlimited contract,English,51-100,E-Commerce,No,,
26/11/2020 19:22:38,35,Male,Berlin,Consultant,16,6,Senior,Python,"Python, Java / Scala, SQL, Google Cloud",100000,30000,100000,30000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
26/11/2020 19:22:45,31,Male,Berlin,Software Engineer,8,3,Senior,Typescript ,"Javascript / Typescript, Java / Scala, Go, Rust, AWS, Kubernetes, Docker",80000,0,,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,500
26/11/2020 19:25:56,32,Male,Siegen,Software Engineer,13,1,Junior,C,C/C++,48000,,,,28,Full-time employee,Unlimited contract,English,51-100,Product,No,,
26/11/2020 20:19:33,38,Male,Berlin,Software Engineer,15,3,Senior,Go,"Google Cloud, Docker",75000,0,73000,0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,0,0
26/11/2020 20:19:38,29,Male,Berlin,Engineering Manager,9,0.1,Lead,Go,"SQL, AWS, Docker",85000,,,,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
26/11/2020 20:41:46,33,Male,Berlin,Backend Developer,13,1,Senior,Java,"Kotlin, Java / Scala, SQL, AWS, Google Cloud, Docker",110000,,,,24,Full-time employee,Unlimited contract,English,101-1000,Product,No,0,400
26/11/2020 20:57:32,30,Male,Berlin,DevOps,7,1,Senior,,"Python, SQL, AWS, Kubernetes, Docker",70000,10000,70000,10000,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,,No
26/11/2020 21:13:25,28,Male,Berlin,Fullstack Developer,6,6,Senior,JavaScript,"Javascript / Typescript, SQL, AWS, Docker",75000,,60000,,23+,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
26/11/2020 21:13:28,32,Male,Berlin,Senior Data Engineer,9,4,Senior,Python,"Java / Scala, SQL, AWS",90000,,85000,,30,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
26/11/2020 21:19:48,39,Male,Berlin,Frontend Developer,10,3,Senior,Javascript,"Javascript / Typescript, Ruby, AWS, Docker",85000,,,,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
26/11/2020 21:22:59,31,Male,Minsk,Frontend Developer,6,0,Senior,TypeScript/Angular,"Python, Javascript / Typescript",110000,,90000,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,
26/11/2020 21:29:02,33,Male,Berlin,Software Engineer,10,5,Senior,golang,"Go, Google Cloud, Kubernetes, Docker",110000,7000,110000,7000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
26/11/2020 21:30:58,30,Male,Berlin,QA Engineer,8,3,Senior,Python,"Python, C/C++, Docker",68000,,66000,,30,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
26/11/2020 21:35:14,39,Female,Munich,DevOps,11,11,Lead,,SQL,93000,,93000,,30,Part-time employee,Unlimited contract,German,1000+,Product,No,,
26/11/2020 21:42:38,30,Female,Düsseldorf ,Analyst,2,2,Junior,R,"Python, SQL",45000,,,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,
26/11/2020 21:49:57,37,Male,Munich,Software Engineer,15,6,Senior,C#,"Python, PHP, Javascript / Typescript, .NET, Java / Scala, AWS, Azure",80000,,65000,,30,Full-time employee,Unlimited contract,German,51-100,Consulting / Agency,Yes,,
26/11/2020 21:50:13,42,Male,Berlin,Software Engineer,20,2,Senior,PHP,"PHP, Javascript / Typescript, AWS, Docker",65000,5000,63000,10000,27,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
26/11/2020 22:09:35,28,Male,Munich,IT Manager,6,3,Middle,,Azure,65000,10000,58000,65000,28,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,
26/11/2020 22:35:44,31,Male,Nuremberg,QA Engineer,9,5,Middle,Java,"Javascript / Typescript, Java / Scala",60000,65000,57000,59000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,No
26/11/2020 22:41:33,20,Male,Berlin,Mobile Developer,5,2,Lead,C#,.NET,240000,15000+-,,,27,Full-time employee,Unlimited contract,English,1000+,Product,Yes,0,0
26/11/2020 22:44:06,34,Female,Berlin,QA Engineer,1 (as QA Engineer) / 11 in total,11,Senior,Python,"AWS, Kubernetes, Docker",60000,2000,36000,0,28,Full-time employee,Unlimited contract,German,1000+,Product,No,40,250
26/11/2020 23:22:43,38,Male,Berlin,Head of IT ,15,5,Head,,,80000,5000,75000,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,300
26/11/2020 23:26:02,35,Male,Berlin,Engineering Manager,20,6,Lead,Go,"PHP, Java / Scala, Go, AWS, Docker",85000,0,75000,0,26,Full-time employee,Unlimited contract,English,11-50,Product,No,0,500
26/11/2020 23:34:45,31,Male,Munich,Software Engineer,14,1.5,Senior,C++,"Javascript / Typescript, Java / Scala",75000,0,,,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,
26/11/2020 23:40:18,37,Male,Berlin,Software Engineer,11,5,Senior,Python,"C/C++, SQL, Docker",73000,30000,67000,0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
26/11/2020 23:45:20,37,Male,Berlin,Backend Developer,12,2.6,Lead,Kotlin/PHP,"Kotlin, PHP, SQL",90000,,84000,,28,Full-time employee,Unlimited contract,English,11-50,Product,No,10,
27/11/2020 00:02:27,34,Male,Berlin,Mobile Developer,9,2,Senior,iOS,Swift,80000,10000,67000,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,600
27/11/2020 00:29:36,25,Male,Marseille,Data Scientist,1,,Junior,Python,"Python, Javascript / Typescript, SQL, Docker",42000,50000,,,30,Full-time employee,Unlimited contract,English,up to 10,Startup,No,,
27/11/2020 00:33:53,42,Male,Friedrichshafen,Software Engineer,20,1,Senior,C++,"Python, C/C++, .NET",70000,,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,500
27/11/2020 00:35:10,35,Female,Berlin,Product Manager,13,6,Senior,,,85000,,64000,,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
27/11/2020 06:57:33,37,Male,Berlin,QA Engineer,8,7,Middle,,,54000,,54000,,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,,
27/11/2020 08:08:17,33,Female,Berlin,Data Scientist,8,4,Senior,Python ,"SQL, Google Cloud, Docker",77000,0,70000,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,1700
27/11/2020 09:50:36,26,Female,Moscow,Frontend Developer,6,0,Senior,JavaScript,Javascript / Typescript,33000,0,27000,0,,Full-time employee,Unlimited contract,Russian,101-1000,Product,No,0,0
27/11/2020 10:25:49,46,Male,Stuttgart,Software Engineer,13,6,Middle,C++,Python,70000,3000,68000,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,4,0
27/11/2020 10:43:49,30,Male,Berlin,DevOps,11,2,Senior,,,80000,,75000,,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
27/11/2020 11:04:39,34,Male,Berlin,Lead Software Developer,13,2,Lead,C#,".NET, Kubernetes, Docker",65000,0,65000,0,30,Full-time employee,Unlimited contract,English,51-100,Product,No,,
27/11/2020 11:09:58,35,Male,Berlin,Software Engineer,15,4,Senior,Java,"Python, SQL, AWS, Docker",85000,0,85000,0,25,Full-time employee,Unlimited contract,English,11-50,Product,No,,
27/11/2020 11:44:47,27,Male,Berlin,Backend Developer,4,4,Senior,Go,"Python, C/C++, Go, AWS, Docker",70000,,,,25,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
27/11/2020 11:46:07,31,Male,Berlin,Software Engineer,7,5,Lead,python,"Python, Javascript / Typescript, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",80000,10000,85000,0,28,Full-time employee,Unlimited contract,English,1000+,Product,Yes,,600
27/11/2020 11:53:47,24,Male,Berlin,Software Engineer,2,2,Junior,Java,"Python, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",60000,0,60000,0,28,Full-time employee,Unlimited contract,German,up to 10,Consulting / Agency,No,,
27/11/2020 12:01:25,28,Male,Berlin,Data Engineer,7,3,Senior,Python,"Python, SQL, AWS, Google Cloud, Kubernetes, Docker",90000,,75000,,27,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
27/11/2020 12:03:55,42,Male,Berlin,Backend Developer,18,2,Middle,PHP,,53000,,,,26,Full-time employee,Unlimited contract,English,11-50,Product,No,,
27/11/2020 12:05:25,27,Male,Berlin,Data Scientist,5,1,Middle,Python,SQL,55000,0,,,24,Full-time employee,Unlimited contract,English,51-100,Product,No,8,
27/11/2020 12:16:02,30,Male,Hannover,Software Engineer,5,3,Middle,Python,"Javascript / Typescript, Java / Scala, SQL",45000,0,45000,0,30,Full-time employee,Unlimited contract,English,up to 10,Startup,No,8,0
27/11/2020 12:20:51,,Male,Berlin,data engineer,11,1,Middle,python,"Python, SQL, AWS, Google Cloud",68000,0,,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,28,0
27/11/2020 12:26:33,26,Male,Berlin,Software Engineer,2,1.5,Middle,TypeScript,"Python, Kotlin, Javascript / Typescript, SQL, AWS, Docker",58000,3000,,,28,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,
27/11/2020 12:30:01,37,Male,Walldorf,ML Engineer,15,15,Lead,Python,"AWS, Google Cloud, Kubernetes, Docker",80000,15000,75000,15000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0,0
27/11/2020 12:33:03,,Male,Hamburg,Software Engineer,12,12,Senior,Java,"Python, Kotlin, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Docker",80000,,80000,,30,Self-employed (freelancer),Temporary contract,German,,Consulting / Agency,No,,
27/11/2020 12:42:00,39,Male,Munich,Software Engineer,8,7,Senior,Python,C/C++,130000,50000,125000,50000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
27/11/2020 12:44:12,26,Female,Berlin,Tech recruiting,"2,5","2,5",Middle,JS,Python,40000,1000,33000,0,25,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
27/11/2020 12:53:07,30,Male,Hamburg,Data Scientist,5,4,Head,Python,"R, SQL, AWS",80000,90000,70000,80000,25,Full-time employee,Unlimited contract,English,11-50,Startup,No,25,0
27/11/2020 12:56:27,44,Male,Frankfurt,Software Engineer,10,10,Senior,SAP ABAP,SAP / ABAP,75000,80000,73000,78000,30,Full-time employee,Unlimited contract,Russian,101-1000,Product,No,,
27/11/2020 13:02:41,26,Male,Munich,ML Engineer,5,4,Senior,Spark,"Python, Java / Scala, R, SQL",180000,0,190000,0,40,Self-employed (freelancer),Temporary contract,German,up to 10,Consulting / Agency,No,,
27/11/2020 13:02:57,30,Male,Munich,Software Engineer,10,6,Senior,Go,"Python, C/C++, Javascript / Typescript, Go",151872,37968,,,30,Full-time employee,Unlimited contract,English,1000+,Startup,No,,
27/11/2020 13:12:14,26,Male,Eindhoven,ML Engineer,3,,Middle,Python,"Python, C/C++, Docker, Tensorflow, PyTorch",48000,0,42000,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
27/11/2020 13:21:26,25,Female,Munich,ML Engineer,1,1,Junior,AI,"Python, SQL",57000,,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
27/11/2020 13:24:29,34,Male,France,Data Scientist,11,0,Senior,Python,"Javascript / Typescript, R, SQL, Google Cloud",80000,10000,,,25,Full-time employee,Unlimited contract,French,1000+,Consulting / Agency,No,,
27/11/2020 13:31:20,38,Female,Regensburg,ML Engineer,3,3,Middle,Python,"R, SQL",65000,,60000,,30,Full-time employee,Temporary contract,German,1000+,Product,Yes,0,No
27/11/2020 13:38:23,40,Male,Berlin,Product Manager,13,9,Head,,SQL,90000,10000,75000,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,300
27/11/2020 13:41:01,28,Male,Frankfurt,Mobile Developer,5,1,Senior,Swift,Swift,50000,0,50000,0,24,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No,,
27/11/2020 13:47:57,29,Female,Berlin,Data Scientist,2,2,Junior,R,Python,52000,0,,,30,Full-time employee,Unlimited contract,German,up to 10,Consulting / Agency,No,0,0
27/11/2020 14:08:28,30,Female,Berlin,ML Engineer,5,1.5,Middle,pythin,"Python, SQL, Docker",51000,,46000,,30,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
27/11/2020 14:14:20,28,Male,"Warsaw, Poland",Software Engineer,6,3 (in Poland),Middle,C#,"Javascript / Typescript, .NET, SQL",52800,4400,47500,3900,26,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,0
