Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Gender,Age,Claim
EPX,Travel Agency,Online,2 way Comprehensive Plan,50,JAPAN,44.0,0.0,,50,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,12,UNITED ARAB EMIRATES,50.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,4,THAILAND,20.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,23,HONG KONG,85.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,30,HONG KONG,112.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,43,"KOREA, REPUBLIC OF",11.0,0.0,,45,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,10,CAMBODIA,20.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,UNITED STATES,29.7,17.82,,61,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,23,MALAYSIA,25.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,68,"KOREA, REPUBLIC OF",29.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,5,HONG KONG,85.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,23,VIET NAM,105.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,45,HONG KONG,26.0,9.1,F,37,0
EPX,Travel Agency,Online,Cancellation Plan,44,CANADA,76.0,0.0,,58,0
RAB,Airlines,Online,Value Plan,7,BRUNEI DARUSSALAM,15.0,6.0,M,71,0
EPX,Travel Agency,Online,Cancellation Plan,138,CZECH REPUBLIC,80.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,5,INDIA,112.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,AUSTRALIA,29.7,17.82,,27,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,THAILAND,19.8,11.88,,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,32,CHINA,31.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,108,HONG KONG,20.0,0.0,,25,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,12,THAILAND,20.0,0.0,,68,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,24,SINGAPORE,20.0,0.0,,61,0
TTW,Travel Agency,Offline,Individual Comprehensive Plan,365,SINGAPORE,97.0,0.0,F,46,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,12,MALAYSIA,20.0,0.0,,58,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,VIET NAM,22.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,53,HONG KONG,28.0,0.0,,63,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,INDONESIA,29.7,17.82,,49,0
RAB,Airlines,Online,Value Plan,8,BRUNEI DARUSSALAM,23.0,9.2,,54,0
C2B,Airlines,Online,Silver Plan,40,SINGAPORE,39.0,9.75,F,53,0
EPX,Travel Agency,Online,Cancellation Plan,27,THAILAND,65.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,83,NORWAY,29.7,17.82,,31,0
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,18.5,4.63,F,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,49,THAILAND,20.0,0.0,,28,0
C2B,Airlines,Online,Bronze Plan,69,SINGAPORE,16.0,4.0,F,52,0
EPX,Travel Agency,Online,Cancellation Plan,7,INDONESIA,10.0,0.0,,28,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,22,INDIA,33.0,0.0,,36,0
C2B,Airlines,Online,Annual Silver Plan,382,SINGAPORE,289.0,72.25,M,51,0
JZI,Airlines,Online,Basic Plan,10,HONG KONG,22.0,7.7,M,49,0
EPX,Travel Agency,Online,Cancellation Plan,112,UNITED STATES,14.0,0.0,,28,0
EPX,Travel Agency,Online,Cancellation Plan,37,INDONESIA,10.0,0.0,,28,0
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,13.5,3.38,F,31,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,34,PHILIPPINES,20.0,0.0,,44,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,163,SINGAPORE,112.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,38,FRANCE,-89.1,53.46,,44,0
CCR,Travel Agency,Offline,Comprehensive Plan,108,MALAYSIA,29.0,9.57,M,28,0
EPX,Travel Agency,Online,Cancellation Plan,22,MALAYSIA,10.0,0.0,,41,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,177,VIET NAM,20.0,0.0,,36,0
C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,241.5,60.38,F,70,0
JWT,Airlines,Online,Value Plan,5,INDIA,31.0,12.4,M,118,0
EPX,Travel Agency,Online,Cancellation Plan,5,SINGAPORE,15.0,0.0,,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,3,THAILAND,33.0,0.0,,47,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,33,SINGAPORE,72.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,101,SPAIN,76.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,22,CHINA,39.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,15,PHILIPPINES,30.0,10.5,M,27,0
EPX,Travel Agency,Online,Cancellation Plan,12,CHINA,41.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,65,SINGAPORE,125.5,31.38,M,40,0
RAB,Airlines,Online,Value Plan,21,BRUNEI DARUSSALAM,15.0,6.0,,45,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,2,MALAYSIA,19.8,11.88,,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,CHINA,112.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,MALAYSIA,29.7,17.82,,30,0
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,39.0,9.75,F,40,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,58,DENMARK,49.5,29.7,,37,0
TST,Travel Agency,Offline,Travel Cruise Protect,15,THAILAND,30.0,10.5,F,41,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,38,AUSTRALIA,47.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,39,SINGAPORE,53.5,13.38,F,26,0
EPX,Travel Agency,Online,Cancellation Plan,86,UNITED STATES,80.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,31,INDONESIA,18.0,0.0,,57,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,AUSTRALIA,79.2,47.52,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,CHINA,77.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,23,INDONESIA,10.0,0.0,,35,0
EPX,Travel Agency,Online,Cancellation Plan,36,THAILAND,15.0,0.0,,31,0
JZI,Airlines,Online,Basic Plan,33,CHINA,-26.0,9.1,M,72,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,82,CHINA,20.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,52,SINGAPORE,132.5,33.13,F,24,0
JZI,Airlines,Online,Basic Plan,66,HONG KONG,26.0,9.1,M,66,0
JZI,Airlines,Online,Basic Plan,36,CHINA,69.0,24.15,M,43,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,42,NEW ZEALAND,59.4,35.64,,31,0
JZI,Airlines,Online,Basic Plan,22,HONG KONG,40.0,14.0,M,50,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,78,JAPAN,56.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,PHILIPPINES,19.8,11.88,,32,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,80,AUSTRALIA,49.5,29.7,,34,0
C2B,Airlines,Online,Annual Gold Plan,408,SINGAPORE,333.0,83.25,F,38,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,26,THAILAND,20.0,0.0,,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,6,VIET NAM,20.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,10,"KOREA, REPUBLIC OF",30.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,70,UNITED KINGDOM,65.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,89,SINGAPORE,33.5,8.38,M,22,1
EPX,Travel Agency,Online,Cancellation Plan,41,"KOREA, REPUBLIC OF",29.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,35,AUSTRALIA,49.5,29.7,,34,0
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,94.0,23.5,M,34,1
EPX,Travel Agency,Online,Cancellation Plan,7,MALAYSIA,10.0,0.0,,42,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,10,PHILIPPINES,20.0,0.0,,36,0
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,44,MALAYSIA,25.0,16.25,M,41,0
EPX,Travel Agency,Online,Cancellation Plan,78,VIET NAM,17.0,0.0,,58,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,AUSTRALIA,49.5,29.7,,42,0
C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,60.0,15.0,M,28,0
EPX,Travel Agency,Online,Cancellation Plan,8,MALAYSIA,10.0,0.0,,39,0
EPX,Travel Agency,Online,Cancellation Plan,8,SINGAPORE,10.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,51,CHINA,23.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,9,SINGAPORE,14.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,CANADA,59.4,35.64,,50,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,25,AUSTRALIA,39.6,23.76,,40,0
JZI,Airlines,Online,Value Plan,14,HONG KONG,36.0,12.6,M,55,0
EPX,Travel Agency,Online,Cancellation Plan,90,JAPAN,45.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,90,PHILIPPINES,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,88,HONG KONG,14.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,164,CHINA,26.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,124,JAPAN,28.0,0.0,,36,0
JWT,Airlines,Online,Value Plan,9,INDIA,31.0,12.4,M,118,0
C2B,Airlines,Online,Bronze Plan,66,SINGAPORE,137.0,34.25,M,26,0
EPX,Travel Agency,Online,Cancellation Plan,25,VIET NAM,12.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,2,SINGAPORE,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,32,THAILAND,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,67,MYANMAR,14.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,12,CHINA,26.0,9.1,M,52,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,60,THAILAND,118.8,71.28,,31,0
JZI,Airlines,Online,Basic Plan,2,MALAYSIA,18.0,6.3,M,56,0
CBH,Travel Agency,Offline,Comprehensive Plan,20,THAILAND,29.0,9.57,M,75,0
EPX,Travel Agency,Online,Cancellation Plan,111,JAPAN,25.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,34,CHINA,26.0,9.1,F,55,0
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,18.0,4.5,F,33,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,26,"TAIWAN, PROVINCE OF CHINA",22.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,76,NEW ZEALAND,128.7,77.22,,25,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,23,HONG KONG,21.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,AUSTRALIA,39.6,23.76,,49,0
EPX,Travel Agency,Online,Cancellation Plan,30,MALAYSIA,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,78,INDONESIA,14.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,19,THAILAND,23.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,63,UNITED STATES,90.0,0.0,,69,1
EPX,Travel Agency,Online,2 way Comprehensive Plan,26,UNITED STATES,22.0,0.0,,64,0
EPX,Travel Agency,Online,Cancellation Plan,14,VIET NAM,23.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,10,CHINA,63.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,27.0,6.75,M,26,1
EPX,Travel Agency,Online,2 way Comprehensive Plan,4,THAILAND,66.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,47,MALAYSIA,22.0,0.0,,46,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,55,HONG KONG,20.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,73,AUSTRALIA,168.3,100.98,,71,1
EPX,Travel Agency,Online,2 way Comprehensive Plan,72,JAPAN,75.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,46,SINGAPORE,27.75,6.94,F,45,0
EPX,Travel Agency,Online,Cancellation Plan,22,MALAYSIA,16.0,0.0,,36,0
JZI,Airlines,Online,Value Plan,45,CANADA,183.0,64.05,M,63,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,190,PERU,31.0,0.0,,25,0
EPX,Travel Agency,Online,Cancellation Plan,6,INDIA,18.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,38,SINGAPORE,64.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,14,PHILIPPINES,10.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,SINGAPORE,27.0,0.0,,35,0
EPX,Travel Agency,Online,Cancellation Plan,7,SINGAPORE,10.0,0.0,,36,0
C2B,Airlines,Online,Annual Silver Plan,402,SINGAPORE,216.0,54.0,F,28,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,8,UNITED STATES,105.0,0.0,,41,0
EPX,Travel Agency,Online,Cancellation Plan,20,HONG KONG,42.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,8,MALAYSIA,18.0,6.3,M,40,0
JZI,Airlines,Online,Basic Plan,2,THAILAND,18.0,6.3,M,41,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,39,JAPAN,53.0,0.0,,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,HONG KONG,37.0,0.0,,34,0
EPX,Travel Agency,Online,Cancellation Plan,38,VIET NAM,10.0,0.0,,25,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,JAPAN,39.6,23.76,,30,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,55,NEPAL,24.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,5,SINGAPORE,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,115,PHILIPPINES,12.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,20,PHILIPPINES,24.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,19,SINGAPORE,10.0,0.0,,31,0
EPX,Travel Agency,Online,Cancellation Plan,28,SPAIN,10.0,0.0,,36,1
EPX,Travel Agency,Online,2 way Comprehensive Plan,11,INDIA,50.0,0.0,,38,0
EPX,Travel Agency,Online,Cancellation Plan,47,INDIA,10.0,0.0,,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,17,THAILAND,58.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,63,CHINA,35.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,5,VIET NAM,37.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,94.0,23.5,F,29,0
C2B,Airlines,Online,Annual Silver Plan,380,SINGAPORE,291.75,72.94,M,64,0
EPX,Travel Agency,Online,Cancellation Plan,108,FRANCE,80.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,1,UNITED STATES,16.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,53,AUSTRALIA,0.0,23.76,,35,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,AUSTRALIA,79.2,47.52,,57,0
JZI,Airlines,Online,Basic Plan,5,MALAYSIA,18.0,6.3,M,60,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,2,THAILAND,20.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,AUSTRALIA,31.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,28,INDONESIA,21.0,0.0,,31,0
EPX,Travel Agency,Online,Cancellation Plan,5,INDONESIA,15.0,0.0,,43,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,65,UNITED STATES,79.2,47.52,,55,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,225,GERMANY,-99.0,59.4,,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,31,VIET NAM,20.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,13,SINGAPORE,10.0,0.0,,22,0
C2B,Airlines,Online,Gold Plan,3,SINGAPORE,41.3,10.32,M,36,0
JZI,Airlines,Online,Basic Plan,8,VIET NAM,22.0,7.7,M,55,0
SSI,Airlines,Online,Ticket Protector,196,SINGAPORE,0.19,0.05,,48,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,SPAIN,19.8,11.88,,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,4,MYANMAR,20.0,0.0,,39,0
EPX,Travel Agency,Online,Cancellation Plan,40,MALAYSIA,10.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,101,NEW ZEALAND,9.9,5.94,,58,0
JZI,Airlines,Online,Basic Plan,38,CHINA,22.0,7.7,M,53,0
EPX,Travel Agency,Online,Cancellation Plan,328,INDIA,32.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,29.5,7.38,F,37,0
RAB,Airlines,Online,Value Plan,20,BRUNEI DARUSSALAM,23.0,9.2,F,39,0
C2B,Airlines,Online,Silver Plan,107,SINGAPORE,127.0,31.75,M,21,0
EPX,Travel Agency,Online,Cancellation Plan,39,HONG KONG,15.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,117,THAILAND,20.0,0.0,,51,0
EPX,Travel Agency,Online,Cancellation Plan,30,INDONESIA,30.0,0.0,,34,0
JWT,Airlines,Online,Value Plan,4,INDIA,39.0,15.6,F,118,0
EPX,Travel Agency,Online,Cancellation Plan,12,CHINA,38.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,33.5,8.38,M,35,0
EPX,Travel Agency,Online,Cancellation Plan,36,SINGAPORE,90.0,0.0,,35,0
C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,161.0,40.25,F,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,AUSTRALIA,59.4,35.64,,50,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,34,UNITED KINGDOM,29.7,17.82,,32,0
EPX,Travel Agency,Online,Cancellation Plan,87,UNITED STATES,80.0,0.0,,51,0
EPX,Travel Agency,Online,Cancellation Plan,6,SINGAPORE,18.0,0.0,,30,0
EPX,Travel Agency,Online,Cancellation Plan,4,INDONESIA,10.0,0.0,,32,0
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,272.3,68.08,M,38,0
C2B,Airlines,Online,Silver Plan,26,SINGAPORE,127.0,31.75,F,30,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,NEW ZEALAND,39.6,23.76,,50,0
EPX,Travel Agency,Online,Cancellation Plan,141,DENMARK,69.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,46,AUSTRALIA,53.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,22,MYANMAR,19.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,52,AUSTRALIA,35.0,12.25,M,42,0
SSI,Airlines,Online,Ticket Protector,145,SINGAPORE,7.2,2.02,,48,0
EPX,Travel Agency,Online,Cancellation Plan,2,CHINA,16.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,47,NEW ZEALAND,59.4,35.64,,65,0
C2B,Airlines,Online,Silver Plan,22,SINGAPORE,18.5,4.63,F,29,0
TST,Travel Agency,Offline,Travel Cruise Protect,43,MALAYSIA,30.0,10.5,F,33,0
TST,Travel Agency,Offline,Travel Cruise Protect,102,MALAYSIA,30.0,10.5,F,10,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,12,NEPAL,43.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,8,CHINA,25.0,0.0,,36,0
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216.0,54.0,M,27,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,31,CZECH REPUBLIC,101.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,154,NETHERLANDS,147.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,24,UNITED KINGDOM,11.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,2,INDIA,23.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,60,UNITED KINGDOM,29.7,17.82,,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,36,THAILAND,20.0,0.0,,27,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,17,INDONESIA,22.0,0.0,,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,35,THAILAND,25.0,0.0,,59,0
EPX,Travel Agency,Online,Cancellation Plan,17,CHINA,43.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,50,UNITED STATES,39.6,23.76,,31,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,22,TURKEY,21.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,2,VIET NAM,11.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,15,VIET NAM,35.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,1,SINGAPORE,10.0,0.0,,35,0
C2B,Airlines,Online,Silver Plan,4,SINGAPORE,22.5,5.63,M,42,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,19,INDIA,26.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,79,INDIA,23.0,0.0,,36,0
SSI,Airlines,Online,Ticket Protector,26,SINGAPORE,1.35,0.38,,48,0
C2B,Airlines,Online,Gold Plan,8,SINGAPORE,33.0,8.25,F,38,0
JZI,Airlines,Online,Basic Plan,70,THAILAND,33.0,11.55,M,53,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,10,HONG KONG,45.0,0.0,,41,0
C2B,Airlines,Online,Bronze Plan,56,SINGAPORE,44.5,11.13,F,26,0
EPX,Travel Agency,Online,Cancellation Plan,4,MALAYSIA,10.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,32,UNITED STATES,0.0,41.58,,38,0
C2B,Airlines,Online,Bronze Plan,26,SINGAPORE,23.8,5.95,F,34,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,32,AUSTRALIA,69.3,41.58,,43,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,97,AUSTRALIA,38.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,30,SINGAPORE,24.05,6.01,F,54,0
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,17.55,4.39,F,34,0
EPX,Travel Agency,Online,Cancellation Plan,31,UNITED STATES,70.0,0.0,,27,0
EPX,Travel Agency,Online,Cancellation Plan,71,AUSTRIA,72.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,14,PHILIPPINES,20.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,63,FRANCE,79.2,47.52,,67,0
SSI,Airlines,Online,Ticket Protector,13,SINGAPORE,21.35,5.98,,48,0
EPX,Travel Agency,Online,Cancellation Plan,22,SINGAPORE,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,13,UNITED STATES,80.0,0.0,,30,0
SSI,Airlines,Online,Ticket Protector,13,SINGAPORE,4.12,1.16,,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,46,SINGAPORE,21.0,0.0,,36,0
CSR,Travel Agency,Offline,Comprehensive Plan,45,THAILAND,29.0,9.57,M,61,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,35,VIET NAM,31.0,0.0,,36,0
KML,Travel Agency,Online,Premier Plan,85,NETHERLANDS,111.0,42.18,F,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,13,MALAYSIA,20.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,AUSTRALIA,29.7,17.82,,57,0
C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,216.0,54.0,M,66,0
EPX,Travel Agency,Online,Cancellation Plan,15,"KOREA, REPUBLIC OF",10.0,0.0,,35,0
C2B,Airlines,Online,Silver Plan,104,SINGAPORE,172.25,43.06,M,27,1
EPX,Travel Agency,Online,2 way Comprehensive Plan,85,HONG KONG,21.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,23,SINGAPORE,72.0,18.0,M,49,0
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,27.0,6.75,M,29,0
EPX,Travel Agency,Online,Cancellation Plan,139,THAILAND,33.0,0.0,,35,0
EPX,Travel Agency,Online,Cancellation Plan,21,UNITED KINGDOM,80.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,17,CHINA,30.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,17.55,4.39,M,34,0
JZI,Airlines,Online,Basic Plan,5,THAILAND,22.0,7.7,M,57,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,THAILAND,19.8,11.88,,47,0
EPX,Travel Agency,Online,Cancellation Plan,11,MALAYSIA,11.0,0.0,,42,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,33,MALAYSIA,20.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,13.5,3.38,M,52,0
C2B,Airlines,Online,Silver Plan,40,SINGAPORE,84.5,21.13,M,57,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,130,UNITED STATES,185.0,0.0,,38,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,11,THAILAND,20.0,0.0,,22,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,4,INDONESIA,53.0,0.0,,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,30,CHINA,56.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,29.0,7.25,M,33,0
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,9,CHINA,39.75,25.84,F,27,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,109,"TAIWAN, PROVINCE OF CHINA",23.0,0.0,,33,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,THAILAND,41.0,0.0,,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,309,SOUTH AFRICA,63.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,13.5,3.38,F,27,0
EPX,Travel Agency,Online,Cancellation Plan,9,MYANMAR,16.0,0.0,,36,0
